theta,sigma,b1,b2,b3,b4,b5,b6,alpha,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.707070707,0.113492216,5.395506555,3.168529445,3.396791987,3.083539622,4.175873318,4.120811965,0.87419668,0.104653824,55.85922848,52.00228338,9.065595155,11.81263473,0.266127261,1.840607651,0.389898286,0.05351304,4.858782278,0.753987145,0.143630846,9.65E-08,9.46E-08,0.189024415,0.367406263,0.109750329,0.112123116,1.02E-07,9.99E-08,0.07806464,0.408115408,0.473956069,0.311304289,-2334.899788,0.594354238
0.707070707,0.112377541,5.000758095,3.704533958,2.119019724,3.661168396,3.742031645,4.47259415,0.891422726,0.095444887,3.331292887,9.761199533,3.419752978,5.509547464,0.21374619,1.724508608,0.640257091,0.02072183,4.614582182,0.122363487,0.17843001,6.87E-08,3.76E-08,0.177762525,0.331491289,0.132213112,0.105865796,7.16E-08,9.60E-08,0.074236994,0.230632766,0.514445388,0.28872848,-2349.038754,0.913109875
0.707070707,0.116099062,6.156580468,1.831347272,2.72799164,3.074017955,3.983392718,3.237606344,0.851278877,0.107744819,97.37216871,44.57689495,10.29939935,11.79640894,0.14976845,0.922497954,0.519524626,0.045867609,3.214092785,1.860646143,0.164265949,1.01E-07,5.27E-08,0.083070068,0.379624088,0.150144926,0.162893596,9.45E-08,1.14E-07,0.06000101,0.422760733,0.617167004,0.405887062,-2351.224475,3.814147331
0.707070707,0.077356522,4.257776198,4.206279076,2.717339373,3.94357788,3.804226894,4.579814404,0.880912026,0.065302664,19.03073704,47.96861684,8.120190182,11.30163144,0.708772327,1.493837996,0.474949161,0.069903135,16.01348519,0.611618769,0.180212612,6.79E-08,4.29E-08,0.086783897,0.414144546,0.156811929,0.107691872,1.02E-07,1.16E-07,0.054354815,0.534892373,0.641912964,0.314633116,-2355.606091,1.786799098
0.707070707,0.114256297,5.21448357,1.813386039,2.993781793,2.487467484,3.920109637,3.696033918,0.871908671,0.068367965,10.01365079,72.72000467,7.536994519,14.16675648,0.223083841,2.325047897,0.721498361,0.236331688,1.390739041,1.487448922,0.152218811,1.18E-07,9.70E-08,0.083798427,0.411953047,0.140960736,0.127133581,6.96E-08,1.20E-07,0.083934994,0.294013689,0.403333227,0.420588447,-2346.745247,0.903468734
0.707070707,0.112010937,3.407008138,2.982810323,1.184601953,3.024442142,2.585606392,4.900768454,0.869757908,0.081462422,38.24132195,68.69355107,7.798628422,17.82699851,0.142832621,5.20331012,1.326128983,0.21214607,1.224977755,1.59809587,0.085290751,8.93E-08,5.05E-08,0.132731171,0.392181331,0.198177605,0.115200817,5.55E-08,8.66E-08,0.076418043,0.323458956,0.619336479,0.531370937,-2398.839788,0.898131013
0.707070707,0.135230225,3.9372779,4.681763039,2.078497548,3.855102165,3.124380274,5.364662916,0.877143537,0.140084252,5.415933937,163.1835353,2.035996812,11.9105835,0.963487338,5.643984116,0.470744837,0.140747201,1.046977444,2.982968394,0.114108952,8.31E-08,7.34E-08,0.201776676,0.337858017,0.141066961,0.124579088,6.68E-08,1.26E-07,0.080609955,0.28829442,0.533665534,0.265160907,-2373.616035,0.906727125
0.707070707,0.072827897,4.450068277,2.742123867,1.50691485,2.277384475,3.720085275,3.623095489,0.858778071,0.042530295,14.15476563,48.64169277,7.243715527,11.26735214,0.721214793,1.817455527,1.561868333,0.086855621,1.779520576,1.797180231,0.125524444,7.69E-08,8.29E-08,0.16498673,0.362901927,0.095971149,0.17335558,4.03E-08,8.26E-08,0.077259888,0.307622661,0.644535072,0.315471991,-2354.436696,1.376581776
0.707070707,0.11089215,3.649279648,3.495904887,2.223214262,3.252021146,2.749925704,4.79834171,0.864656247,0.190427563,26.36909724,85.10274059,5.813820411,11.25185094,2.026222056,3.658123069,0.281146403,0.034572374,2.594120044,1.712401883,0.173341323,9.66E-08,6.90E-08,0.084447847,0.367284221,0.159182485,0.14949903,8.92E-08,9.85E-08,0.066244741,0.448751849,0.601099149,0.361513255,-2343.633825,0.366248879
0.757575758,0.199507693,6.851337318,1.885524649,2.283626478,1.083981385,5.3516725,1.784622323,0.835279265,0.215122085,224.1358802,380.406257,9.357348631,14.12011064,0.382634812,3.564045404,0.419006781,0.035064401,0.193441096,2.515553914,0.097811504,8.34E-08,5.90E-08,0.090572314,0.444737848,0.154496092,0.111115688,6.16E-08,9.42E-08,0.101266256,0.486946903,0.331346335,0.403790109,-2379.328529,3.71075537
0.757575758,0.1057363,5.088060027,3.999613906,3.20262954,4.13785452,3.911489142,4.649442638,0.851565109,0.054881655,147.0234929,74.44983667,7.012332217,6.372947585,0.07609112,1.18506286,0.782308608,0.499337959,4.719316462,9.430976933,0.228693203,9.29E-08,8.01E-08,0.06827306,0.335590764,0.138943597,0.111253837,3.88E-08,7.97E-08,0.117245247,0.768612889,0.550150754,0.443620613,-2448.660182,12.06494335
0.757575758,0.126989365,4.079208132,3.040001342,1.241772306,3.105562992,2.026200459,4.1516403,0.788018625,0.150811318,29.39445561,203.2409294,6.124993027,12.81570653,0.211277496,1.717218481,0.399410812,0.017311,0.971042525,9.186671871,0.119948655,7.95E-08,4.24E-08,0.10506861,0.382330779,0.166462951,0.14834315,7.11E-08,6.74E-08,0.077845594,0.327064552,0.663494213,0.312359656,-2348.935559,4.24059023
0.757575758,0.103220781,5.245073158,4.194193921,2.464269457,3.275382332,4.031107989,4.390535505,0.892596641,0.047969899,7.874441851,24.37752679,4.285559893,8.270451404,0.028167747,1.089272503,1.868594401,0.104426017,19.84976916,0.8816336,0.227778111,7.67E-08,4.38E-08,0.143666139,0.355048192,0.13321814,0.087891078,3.43E-08,9.67E-08,0.052398088,0.288372088,0.771913103,0.328134637,-2342.915431,0.385590254
0.757575758,0.071543377,5.257387526,4.089986497,3.104438443,3.941384061,4.356037536,4.715548603,0.880293598,0.093357682,4.405445961,44.33537767,3.857561375,9.913529767,0.138077107,0.644704723,0.406821876,0.042829786,4.450361931,0.944068814,0.128098031,9.39E-08,5.12E-08,0.141313925,0.345509596,0.153706192,0.140830888,8.51E-08,9.86E-08,0.09054104,0.324739815,0.480419669,0.359710932,-2331.087613,0.214510801
0.757575758,0.062784015,4.904907876,3.719837411,2.602189168,3.571870393,3.879909497,4.372174781,0.873514893,0.167371525,12.45960382,97.35006783,4.876593492,11.25164221,0.115169982,1.297707318,0.265623367,0.009260251,2.915338365,2.901869832,0.170118055,8.57E-08,6.42E-08,0.165437451,0.308292685,0.165673378,0.132278852,8.93E-08,9.31E-08,0.058199247,0.394267184,0.37331876,0.334089371,-2327.253016,3.06297696
0.757575758,0.095536617,4.717877294,4.251545478,2.341001688,3.764410787,3.707425749,4.944959168,0.86882228,0.155060766,11.82366794,17.18004727,5.959289531,8.633097024,0.1885199,0.612478829,0.319154368,0.028949827,5.660381967,2.280733943,0.142229031,6.95E-08,7.70E-08,0.101251281,0.448799087,0.161714075,0.097845778,8.32E-08,1.01E-07,0.048160417,0.280723314,0.495637498,0.343391952,-2319.7235,0.413601094
0.757575758,0.109868394,5.485036133,3.284843559,3.193497746,3.754225484,4.466288773,4.143830837,0.904684845,0.070738831,13.2887039,19.69084804,5.937156501,7.361599529,0.118528547,2.177908849,0.558927421,0.383138955,25.9728004,7.517048604,0.134208273,7.31E-08,5.79E-08,0.232922774,0.271995161,0.142409005,0.13764189,8.38E-08,8.21E-08,0.0808226,0.265026486,0.508557438,0.432909644,-2347.180397,0.666683721
0.757575758,0.084859901,4.932093833,3.839539188,3.458594884,3.916175445,3.939979282,4.722706301,0.887986858,0.338548631,39.52093381,80.31189584,6.842215017,10.44571758,0.840422782,1.646453942,0.096312678,0.001543943,4.557460483,1.200192423,0.208578224,4.61E-08,5.97E-08,0.126051673,0.309098933,0.152000413,0.148545555,9.14E-08,1.07E-07,0.055724898,0.493779795,0.388980508,0.33028152,-2311.105435,0.436584815
0.757575758,0.12124382,3.688235999,5.254209697,0.675094665,4.083595199,2.94486029,4.742784224,0.856304164,0.044696376,130.8764685,63.40860744,9.02474094,10.46953895,0.143888057,0.752657882,1.48761624,0.175597444,4.032666298,1.037832309,0.088632208,8.64E-08,8.06E-08,0.161138417,0.358413511,0.18830447,0.134447284,8.51E-08,9.31E-08,0.069063765,0.395839159,0.582232229,0.763225887,-2397.406319,0.609775475
0.757575758,0.07003229,4.288021867,4.025848252,2.278744226,3.94548603,3.456917359,4.654506897,0.874660597,0.118212411,24.36458911,124.1643102,5.360348121,11.26802309,0.07441921,1.455394497,0.395198272,0.029042887,1.734570506,164.0987718,0.171451313,9.55E-08,6.60E-08,0.181502618,0.269660871,0.145687644,0.147126246,7.64E-08,5.57E-08,0.084571015,0.320534555,0.431185849,0.367137056,-2340.092885,0.644493696
0.757575758,0.124842783,4.785376155,3.232730331,2.087104166,3.470536793,3.697537203,4.413661005,0.802547851,0.070506287,22.81141748,29.38646795,12.50364223,10.66050742,0.12902978,1.530832074,0.657201357,0.038418285,3.674479387,0.75911991,0.123503874,5.34E-08,8.06E-08,0.209453971,0.262959776,0.145120069,0.142900033,4.35E-08,8.54E-08,0.116062015,0.250343041,0.406572707,0.434153328,-2351.209157,1.221856956
0.757575758,0.091707519,4.163197279,3.234841268,2.732879485,3.167276449,2.979022711,4.75173177,0.865205916,0.267394276,96.18451059,99.38420087,7.79144139,11.50813842,0.325064303,2.341137747,0.237869227,0.007471007,1.217723413,1.289762589,0.149849841,4.34E-08,5.54E-08,0.179056175,0.358870173,0.139087,0.089317897,3.84E-08,8.93E-08,0.083818686,0.323374107,0.758480878,0.449963158,-2368.203154,0.656360033
0.757575758,0.091189213,5.190914671,3.060176354,2.013494009,3.188693118,3.586148774,4.557690524,0.805666749,0.148120809,148.5106181,15.42889268,14.21995658,9.025860825,0.141251174,1.444421527,0.373524121,0.009293193,33.224809,15.74819435,0.164729897,1.17E-07,5.85E-08,0.161559907,0.250166598,0.145838807,0.158233402,1.22E-07,1.47E-07,0.119470946,0.31263194,0.510764388,0.375434305,-2378.536191,0.659426935
0.757575758,0.090707362,3.411593557,3.501181778,1.777258515,3.213039251,3.117169852,4.338951081,0.885929708,0.099119767,19.85520008,284.6954474,7.456825399,15.73567849,1.790495051,4.146545632,0.398755873,0.042307678,6.924449835,6.691314269,0.142779474,9.21E-08,6.39E-08,0.217730551,0.275904142,0.123417271,0.17659422,3.38E-08,8.14E-08,0.063574072,0.767940583,0.536924939,0.305334277,-2363.523516,0.802373047
0.757575758,0.056137772,5.093025027,4.416059274,4.313350436,4.482583341,4.861311712,5.555245353,0.918166191,0.043443273,221.3865343,39.10634638,15.07220498,10.28802125,0.266882829,1.196836241,0.360714047,0.137121791,4.635775257,1.180102936,0.18523884,4.73E-08,5.60E-08,0.195593797,0.268156462,0.13951568,0.114165564,1.06E-07,8.49E-08,0.097329363,0.389283715,0.427321772,0.322602316,-2361.402598,2.182175719
0.757575758,0.191866872,5.271151534,2.31568324,2.127436428,1.660328107,4.856793528,3.231979778,0.88521201,0.046673964,111.1986339,73.78935363,12.36133425,11.83766363,0.580355317,3.300467377,1.370948711,0.104276819,10.12024941,7.670490765,0.090236342,5.91E-08,7.17E-08,0.124388616,0.489062491,0.169986338,0.069485927,3.37E-08,8.01E-08,0.05684004,0.45793873,0.465838944,0.306885041,-2367.299672,1.018380874
0.757575758,0.124706944,4.778570476,3.360906946,3.01956014,3.755305896,4.284751143,3.981971836,0.897532064,0.064919241,72.39374963,106.159392,8.664505743,13.14925424,0.052976258,2.467934757,0.401704947,0.31876598,0.596302547,1.533892715,0.138368155,6.11E-08,7.93E-08,0.159115155,0.392065082,0.138075323,0.122018716,3.75E-08,5.71E-08,0.050357335,0.316185161,0.400377591,0.449160154,-2376.2518,0.816177732
0.757575758,0.08385664,5.27167459,2.80341397,3.762610189,2.958570216,4.622335512,3.944920694,0.888109145,0.094135763,5.802396781,189.2776335,6.231159712,12.40304991,0.584179055,1.621109308,0.376997574,0.040189247,13.27750992,24.26668554,0.246006806,1.24E-07,4.38E-08,0.19879513,0.242452579,0.134866471,0.140477328,4.57E-08,6.12E-08,0.037401412,0.220070616,0.560843649,0.311023932,-2343.319701,0.254492259
0.757575758,0.082165607,5.064401878,3.682975174,1.881738424,3.124275733,3.632278274,4.195657005,0.843102605,0.070472165,34.01918355,31.83001584,9.132879205,10.14286265,0.147456014,0.409265253,0.97052597,0.142850372,10.39027584,0.602187268,0.221230535,5.72E-08,6.65E-08,0.058696001,0.357470063,0.134577714,0.125822782,7.83E-08,5.50E-08,0.102202648,0.23327067,0.70945238,0.471999507,-2346.557422,0.36756879
0.757575758,0.098893743,4.928775676,3.586674934,1.549640122,3.653735396,3.750793753,4.141307616,0.906486714,0.063313199,12.32403813,95.38510299,8.733599795,13.1422861,0.316111089,1.70631488,0.890820613,0.258390226,3.332273056,7.377756228,0.201142545,6.20E-08,3.71E-08,0.069442709,0.464803227,0.123465061,0.084088183,8.01E-08,8.65E-08,0.057058009,0.268360749,0.421849101,0.414883324,-2360.243819,1.211565063
0.757575758,0.087125327,3.857553051,3.330596898,2.089866822,3.533112446,3.224142485,4.549413259,0.899459901,0.108239808,13.48509068,94.18971797,5.384398128,11.13592938,0.97386242,3.083990819,0.483596824,0.051403972,3.844596546,4.299855671,0.203415499,4.04E-08,5.23E-08,0.119494438,0.329071629,0.149715112,0.119691912,6.84E-08,5.53E-08,0.078611194,0.456580976,0.435318959,0.601581677,-2350.671606,0.208342604
0.757575758,0.106389725,3.873339197,3.974444262,1.907215493,3.70658799,3.368818703,4.836163565,0.878878701,0.079062951,30.46943356,45.5754292,6.707518594,9.675813124,0.219186462,1.430721939,0.574466464,0.167971566,2.612525466,5.269324383,0.263584154,5.41E-08,6.29E-08,0.099443625,0.294048452,0.132417173,0.130972073,5.59E-08,1.03E-07,0.079534246,0.415289281,0.432502095,0.408470078,-2334.057874,1.087479516
0.757575758,0.105762916,4.462749032,2.206642856,2.004376675,2.275684567,3.106236502,4.416860056,0.855113454,0.068353426,108.0989662,126.4899794,12.68731746,15.10549566,0.289780209,6.420479726,1.085924479,0.172319771,7.655808437,0.459332263,0.191570411,6.24E-08,3.69E-08,0.145834596,0.396080853,0.099911086,0.089887124,4.12E-08,5.22E-08,0.076715736,0.430424491,0.466676693,0.346481901,-2379.421396,0.659845837
0.757575758,0.109123588,4.454646141,3.365942471,1.17351453,3.231837516,2.901381304,4.67474886,0.831965199,0.100293165,10.24163684,22.87354077,6.217971421,9.047521639,0.252839022,1.463900941,0.624847053,0.080029677,6.322131287,2.354917806,0.123835173,7.56E-08,5.74E-08,0.108671038,0.394260625,0.165995103,0.118040722,7.43E-08,7.69E-08,0.089197054,0.254624289,0.516666433,0.361293134,-2332.134798,1.913551735
0.757575758,0.091067694,4.563332851,2.833539015,3.017247238,3.099044395,4.028288058,4.241354291,0.874197282,0.063956225,17.9364135,54.48824434,7.555512232,9.910910355,0.367575149,1.370537841,0.779470024,0.047123261,8.920052161,7.735761493,0.193789871,5.00E-08,7.64E-08,0.205150839,0.314723257,0.116592505,0.113872132,7.21E-08,8.34E-08,0.055871114,0.311010436,0.398876618,0.413513372,-2342.995116,1.023300573
0.757575758,0.073415058,5.165002864,3.938181381,3.015414557,4.302456201,4.197885504,4.889061671,0.936305706,0.102694971,6.690238029,15.90230863,1.34157315,2.2028024,0.263433302,0.972832176,0.475523098,0.167202222,4.352621782,2.321837384,0.119010358,7.26E-08,6.96E-08,0.183424142,0.382636502,0.127015708,0.103549692,5.11E-08,6.71E-08,0.084363339,0.496537205,0.551306895,0.484952998,-2357.373354,8.911867598
0.757575758,0.110786187,5.186622961,2.377689422,1.953050053,2.931749994,3.760777746,4.0425236,0.850559074,0.053311177,50.6000331,18.36212339,11.6064081,8.795917965,0.453183063,0.881694676,1.176949536,0.039504091,12.20473823,23.12575433,0.127416801,6.17E-08,8.08E-08,0.118997174,0.361474456,0.156060237,0.156798397,3.39E-08,7.90E-08,0.07925268,0.354428154,0.327724322,0.462010811,-2356.484755,6.570412273
0.757575758,0.152460077,3.697043066,3.064777088,1.095970076,1.769126757,3.440605969,3.933557488,0.884431873,0.080679541,50.68892369,54.13767431,12.85999592,12.8498967,0.697210195,3.832778757,1.110135175,0.186693575,3.07372325,1.258764869,0.178829016,1.27E-07,5.70E-08,0.165588493,0.263172634,0.160527833,0.132342967,5.54E-08,1.12E-07,0.099538705,0.260966137,0.348618529,0.366594276,-2357.895475,4.737252578
0.757575758,0.094157043,4.59373946,3.381177228,2.190427081,3.396160654,3.518892489,4.301929123,0.845678235,0.13432423,38.08607978,281.6683773,9.331049124,14.56985402,0.391369567,2.531064445,0.342533866,0.011546979,10.29594453,1.108569297,0.206564363,1.11E-07,6.23E-08,0.140234806,0.327440265,0.142562764,0.117718012,5.82E-08,1.02E-07,0.065479457,0.281133792,0.415257418,0.458597351,-2337.339234,4.233533657
0.757575758,0.054465803,4.339887388,3.228247137,2.917071135,3.511436869,3.401260321,4.405750859,0.856960461,0.034643369,142.9992477,418.2619084,15.45956361,15.21708765,0.714116117,1.539804462,0.905517575,0.127698975,3.113558763,11.06622214,0.133907654,9.98E-08,5.12E-08,0.148191908,0.283146228,0.163586652,0.170934994,4.85E-08,7.44E-08,0.100232289,0.324238342,0.436441602,0.325777826,-2367.436349,0.923948499
0.757575758,0.13977679,4.703640938,3.507471612,1.723608296,3.448216428,3.395577762,4.441472832,0.838703333,0.138866158,100.5202862,477.7723544,6.789664329,12.74685619,0.309144994,0.736114203,0.509708205,0.033559064,1.248926533,0.075131445,0.168998211,7.97E-08,6.89E-08,0.123176407,0.32044322,0.205791928,0.091136305,8.04E-08,7.74E-08,0.090453624,0.48437722,0.520484283,0.364361958,-2354.663448,2.931364211
0.757575758,0.081461856,5.047448284,4.395763545,3.331285913,3.950251514,4.378752498,4.619215295,0.895870828,0.227954812,37.50011964,51.80355754,5.186024471,6.879145994,0.388550404,0.468638054,0.193825323,0.01273081,4.796775411,1.919522414,0.142763047,9.54E-08,7.05E-08,0.151192381,0.360922505,0.147692263,0.133140602,6.94E-08,9.86E-08,0.064288867,0.453607234,0.530821141,0.410606223,-2339.128504,0.617434632
0.757575758,0.082512273,4.231744546,4.345097486,2.117652658,3.971789978,3.264905224,4.905934699,0.852404244,0.101783277,11.2143737,33.41765042,5.286602234,9.229458422,0.170764983,0.664712115,0.420212122,0.052985337,2.63050158,0.311772278,0.197472286,4.13E-08,4.82E-08,0.127330422,0.354259589,0.134859449,0.121513376,7.23E-08,1.14E-07,0.064564601,0.274409168,0.396340413,0.280899047,-2321.972829,1.489260184
0.757575758,0.108277273,5.366309754,3.323560892,3.347048375,2.931288881,4.382629265,3.844294421,0.867916988,0.159622824,73.52331316,42.37039428,9.244791369,10.49368158,0.455695394,0.66228255,0.288918742,0.014044728,3.42136356,12.75962734,0.186050179,1.07E-07,4.62E-08,0.084178688,0.354395749,0.15599289,0.167856095,9.50E-08,8.46E-08,0.051526067,0.327234325,0.413271894,0.394013976,-2315.889027,0.692655496
0.757575758,0.069281612,4.713916516,3.41894146,3.292180664,3.241312955,4.17525995,3.876740331,0.916619134,0.038955057,5.290900456,20.65894496,4.964784893,7.923554263,0.250468445,1.268832991,1.083798796,1.027507019,9.216344186,1.125955445,0.181026611,1.09E-07,7.00E-08,0.0968103,0.402319934,0.175131895,0.089049644,1.03E-07,1.44E-07,0.05566119,0.269058279,0.443710371,0.602076813,-2347.748117,4.730374317
0.757575758,0.090459898,3.970915595,3.080172044,2.026180953,3.053105175,3.104575612,4.418986409,0.890219938,0.05493947,17.83792054,157.6202492,9.343534738,14.62510729,0.63256705,2.95585559,0.741870637,0.33257216,5.664571518,13.50958228,0.172888323,7.42E-08,8.55E-08,0.072723729,0.39231227,0.172467367,0.136879434,9.14E-08,9.35E-08,0.052728532,0.342861509,0.429543141,0.359505298,-2342.181856,7.311116355
0.757575758,0.117645413,4.598078511,2.942686303,2.58553359,2.741512796,3.348281229,4.444841693,0.843811841,0.153320271,33.41754759,233.9081647,6.641588426,13.08874805,0.812302017,1.865458358,0.303665204,0.038023435,16.72431577,1.401151078,0.09242178,7.98E-08,4.02E-08,0.132882171,0.459092543,0.13820712,0.111585767,4.72E-08,7.40E-08,0.065810377,0.354122588,0.452618096,0.318944245,-2340.910068,1.020348967
0.757575758,0.178029468,4.135249551,2.634789972,2.620315545,2.101474475,4.073181692,4.125624883,0.910042777,0.124160963,57.55046745,109.419068,7.923605511,11.85750638,3.159432694,8.796694043,0.443876143,0.101422727,2.354990559,0.620870212,0.203406208,1.00E-07,9.14E-08,0.133468785,0.303749047,0.132365846,0.11737609,8.21E-08,8.19E-08,0.109633669,0.52893932,0.448387257,0.468763936,-2361.651501,0.56610843
0.757575758,0.075905593,5.101085845,3.673609153,3.12096874,4.214923447,4.107316324,4.675499027,0.894077996,0.074074343,8.735212122,42.34343622,3.263592948,7.823175091,0.074347229,1.440695781,0.441054517,0.144481501,5.424986737,0.544779681,0.076374956,9.24E-08,9.22E-08,0.208224993,0.341672667,0.179893594,0.118128612,5.56E-08,1.11E-07,0.075704827,0.518130886,0.53586845,0.328172557,-2348.303473,1.229260253
0.757575758,0.103611543,4.215178879,2.106795328,0.754480145,1.834412474,2.500507246,3.471438207,0.825573548,0.233385621,87.10782503,323.8638505,10.26513072,15.1306374,2.051856374,3.180230448,0.354585629,0.00774336,1.440149833,18.4861446,0.191321476,9.31E-08,5.64E-08,0.114047562,0.320626896,0.133106864,0.171584061,6.85E-08,8.87E-08,0.069312834,0.24561661,0.522837376,0.371103772,-2355.151817,1.177220448
0.757575758,0.142695382,3.496550299,3.189265597,1.231251796,3.238072487,2.427459797,5.289423153,0.840627686,0.069192345,3.495116441,70.33260327,2.106686953,16.99918732,0.007374689,5.160793843,1.379905539,0.024352415,4.088459514,2.244648832,0.141394623,6.29E-08,6.68E-08,0.191779722,0.311470777,0.090628174,0.157878458,3.93E-08,6.82E-08,0.106848008,0.510976772,0.481543856,0.575004026,-2371.055598,0.469578837
0.757575758,0.121072477,5.151977699,3.523044394,2.297980709,3.379053569,4.324739074,4.030356659,0.890470932,0.108595992,35.52422351,39.81158398,8.657030478,10.95649032,0.150332588,0.944116912,0.540327096,0.067087943,2.857195496,3.035073799,0.10629547,8.80E-08,7.94E-08,0.098618609,0.438802822,0.175452101,0.132290417,6.07E-08,8.36E-08,0.048540269,0.31682247,0.451310782,0.444147699,-2327.366679,2.20431906
0.808080808,0.113230656,4.025042997,2.949267199,0.793515941,2.483792819,2.959979714,4.003628258,0.820113853,0.06746408,16.58565947,55.46576604,5.401839178,9.259816315,0.477452463,1.416078235,1.005037284,0.141116077,0.580636208,1.177450136,0.127441633,1.05E-07,8.61E-08,0.081850929,0.437421847,0.121762092,0.139392622,3.32E-08,7.93E-08,0.092130574,0.323105581,0.413029211,0.441185196,-2351.901879,0.761036482
0.808080808,0.10472568,4.132712797,3.523663665,1.952482125,2.809876871,3.378210152,4.388031785,0.823755882,0.092625274,9.785452429,44.53989923,4.782024817,9.10617059,0.345687283,0.622350397,0.637061548,0.07888115,13.05111334,9.461453357,0.22025542,7.93E-08,7.63E-08,0.061215757,0.390747855,0.125751484,0.10581493,4.18E-08,7.11E-08,0.096214285,0.305668914,0.512367208,0.439229888,-2337.600127,0.838641214
0.808080808,0.109357398,4.27853077,1.987255971,1.311959307,1.936192371,3.152355544,3.167508662,0.797597861,0.1382742,414.108299,52.09715578,14.65541159,12.01433611,0.63160147,2.952059403,0.49280624,0.057460667,7.267333784,2.625854853,0.13156306,1.15E-07,3.41E-08,0.0947963,0.423130497,0.131033981,0.146329106,6.50E-08,6.64E-08,0.073146775,0.328423007,0.536294385,0.398583174,-2361.532203,1.972862525
0.808080808,0.120940167,5.166528348,3.083151748,2.261044376,3.006979335,4.264916574,3.939801828,0.914847296,0.04304344,24.15780804,54.6890466,4.565104817,7.064841656,0.563684779,1.56489407,1.801370186,0.349941289,7.548926104,0.286125533,0.182388779,8.07E-08,2.87E-08,0.149884392,0.39722019,0.121176479,0.101921708,3.34E-08,6.81E-08,0.047408242,0.444048671,0.589396207,0.438172323,-2360.744416,0.177692578
0.808080808,0.090940078,4.929314018,3.328787488,2.450433844,3.046986412,3.996311006,4.184400066,0.887176203,0.055594169,1.712146687,15.13488072,2.309669415,6.795695141,0.181770208,0.740168735,1.133886533,0.3189553,5.323877728,32.19136097,0.13326737,8.89E-08,3.36E-08,0.155280517,0.380837251,0.122507712,0.128101141,9.38E-08,6.80E-08,0.080005725,0.267711107,0.541436451,0.428786137,-2340.190116,0.734877189
0.808080808,0.061068899,4.871858149,3.415521617,3.600824012,3.639232691,4.347756763,4.584474403,0.933083801,0.048500188,13.328413,121.7426182,2.763839903,7.908998095,1.27892848,1.098560796,0.793187596,0.233060925,1.374911665,2.938561057,0.12089716,8.40E-08,9.44E-08,0.117460403,0.444829193,0.157121683,0.102154032,9.90E-08,9.19E-08,0.05753716,0.559054779,0.546548521,0.475844026,-2362.433472,0.661424979
0.808080808,0.092380732,4.248014084,2.887992381,2.444592375,3.087107914,3.116042094,4.409793186,0.836851829,0.066363125,26.2605036,41.34908575,10.31998748,10.16263173,0.451342201,1.946805901,0.66136861,0.092076522,6.412629697,2.055034075,0.165156013,4.05E-08,6.06E-08,0.1436701,0.335525381,0.156092233,0.144945004,8.99E-08,7.47E-08,0.054611003,0.35894223,0.449228498,0.350829122,-2348.038322,0.89358058
0.808080808,0.10904606,4.650103237,3.440321155,2.985129528,2.451304051,4.129257393,4.096436209,0.863399741,0.11633768,5.278166489,56.2607636,3.266452006,9.205921796,0.101502042,0.975041092,0.393186123,0.05205278,0.694670759,5.495881732,0.10682004,7.32E-08,1.18E-07,0.143636931,0.400295924,0.135842768,0.134854471,1.28E-07,8.95E-08,0.078549457,0.268778277,0.424342892,0.313017428,-2324.509858,0.865039597
0.808080808,0.111993419,5.442082874,3.215363215,2.099371592,2.83521843,3.991900084,3.966086487,0.797373972,0.092547351,56.89606209,5.899701806,13.27124171,5.708719784,0.206998861,0.20642041,0.5345322,0.063123347,6.744682217,2.506558989,0.205656709,8.77E-08,6.25E-08,0.11944521,0.420285302,0.123644105,0.078670367,6.95E-08,7.06E-08,0.052298017,0.214545386,0.466952519,0.360275041,-2346.307602,2.957232399
0.808080808,0.121890292,5.213869253,2.761713116,1.898014637,2.906920869,3.669205248,4.285762824,0.83606455,0.094445023,375.5980816,45.21825138,14.94444646,11.23761081,0.234039519,2.190789237,0.632347014,0.070301266,21.09768341,1.015627893,0.077179332,8.40E-08,5.78E-08,0.140307984,0.385889321,0.160349609,0.15167141,7.28E-08,7.78E-08,0.084602051,0.30182128,0.489972645,0.338013092,-2335.451962,1.952224644
0.808080808,0.10896418,5.045657161,2.961943783,2.770857473,3.001379983,3.572424667,4.236501468,0.885277157,0.106368495,13.60054543,108.5229951,5.248156596,11.41292398,0.593940055,2.701055609,0.436078001,0.075439367,3.577188158,9.267408152,0.207265772,8.25E-08,8.38E-08,0.163058622,0.242936821,0.153913979,0.148500177,1.01E-07,9.84E-08,0.084324263,0.386041436,0.424397862,0.414906496,-2344.755931,0.308927555
0.808080808,0.137732657,4.834687861,2.358787925,1.629717268,2.038523749,3.496904792,3.111156991,0.861709288,0.08261051,31.18649899,26.93849794,9.149400064,9.29134798,0.798975683,3.520915777,0.84894677,0.369489018,1.901579284,19.259995,0.092301126,5.65E-08,8.74E-08,0.206063646,0.227893139,0.182490392,0.173759125,3.85E-08,7.62E-08,0.117492313,0.155740237,0.616205829,0.325853436,-2364.443815,0.410586876
