omega,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,D,L1,L2,wL1,wL2,c1,c2,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.708860759,0.175933701,4.575351775,2.69808597,2.397701615,1.308978483,4.237122164,3.782879244,5.521738073,0.84892152,0.114512074,21.73170495,101.3172239,1.219227973,2.411770028,0.718776103,2.586604905,0.110398863,0.887303017,3.885485276,0.212225511,7.14E-08,5.18E-08,0.139517783,0.409977747,0.095957635,0.093611404,4.74E-08,5.27E-08,0.048709696,0.294243973,0.381314234,0.344941178,-2351.238656,0.40127573
0.708860759,0.104664297,4.414605084,3.17390245,3.396104165,3.206859328,4.217008962,4.519167666,1.689332109,0.877805302,0.045042551,56.45528163,212.2382115,5.766767952,6.560078386,0.334955999,2.889052277,0.207450774,1.201586616,0.315707955,0.246953113,6.56E-08,8.33E-08,0.173163718,0.266298409,0.113450618,0.132496444,4.20E-08,9.77E-08,0.06763741,0.319315164,0.424623492,0.496637427,-2361.272209,0.356109457
0.708860759,0.198874427,6.39073765,2.454350141,3.577450718,1.779203265,5.889559474,2.938429387,0.661569694,0.863578185,0.086653851,130.1502244,80.68848687,8.137335551,7.600223624,0.375263925,1.658579764,0.49348702,0.813377905,2.201065929,0.180837656,7.61E-08,3.57E-08,0.150734925,0.40361717,0.107960149,0.104979464,3.63E-08,5.12E-08,0.051870437,0.597385018,0.404380482,0.562076946,-2419.148134,1.760694552
0.708860759,0.131188188,5.559531957,2.458431249,2.675566966,1.867353126,3.872441713,3.703879878,1.256998051,0.832625767,0.118501346,67.38611741,46.10648356,3.097130051,2.737676108,0.683271859,4.903398191,0.200929037,13.45629497,1.21740005,0.201023857,8.13E-08,1.09E-07,0.084770889,0.313874276,0.204697215,0.119353329,1.00E-07,1.45E-07,0.076279998,0.499608295,0.54599616,0.511362869,-2385.301753,2.273987212
0.708860759,0.139206012,4.839523698,3.056941253,2.047218156,2.347032931,3.669757971,4.271762641,1.083393925,0.893776209,0.129512608,22.72863758,53.60411989,4.559346508,6.573162481,0.404230142,1.115281854,0.080263367,33.92853995,0.515553272,0.122500531,8.79E-08,8.50E-08,0.071220638,0.414641357,0.160386774,0.091552948,4.73E-08,1.16E-07,0.139697416,0.24366138,0.460264524,0.456728977,-2340.27529,4.791242852
0.708860759,0.132842303,3.811301522,3.234338578,1.338605736,2.564965941,3.002539065,4.890560267,4.219559545,0.839464191,0.081274317,100.30906,136.776593,3.336178836,3.181814155,0.491276885,2.573689275,0.078667391,8.793635675,6.149910768,0.160210198,4.69E-08,5.09E-08,0.105693256,0.371271729,0.158104299,0.095404437,5.83E-08,9.29E-08,0.109315832,0.297893114,0.486463994,0.313435989,-2348.460339,0.585351336
0.708860759,0.132981476,4.620284889,2.658938356,1.123386392,1.744602619,3.516570807,3.684329493,15.68013247,0.839230314,0.10593822,42.44443845,6.979976433,1.864427233,1.107624175,0.498049218,1.742254082,0.172226953,0.634406792,83.9896348,0.179646305,7.38E-08,4.33E-08,0.205185522,0.219990405,0.109347019,0.191638592,6.23E-08,1.21E-07,0.094191857,0.143723559,0.617533022,0.288208159,-2362.666852,1.443424186
0.708860759,0.16903962,5.463191692,0.870335389,2.32202665,0.462710585,3.828092133,3.179569314,2.749873562,0.789450891,0.104645801,194.4216715,53.89958257,4.402046981,3.380048531,0.445839071,1.291303206,0.140777135,2.51320461,3.09406879,0.093915752,8.64E-08,1.07E-07,0.079339011,0.511561566,0.116095937,0.111676378,8.73E-08,1.12E-07,0.087410964,0.207242704,0.437667937,0.532906195,-2382.826989,1.367015626
0.708860759,0.124300423,4.061905784,2.307749674,0.744833245,2.148285701,2.930821836,4.021100242,2.113415904,0.861766224,0.115447632,10.19712904,26.8494528,1.768665851,3.207221794,1.401655239,6.078044992,0.140531749,3.579031284,1.447073062,0.254451765,1.35E-07,9.69E-08,0.132502179,0.260243481,0.161378215,0.156119136,7.15E-08,8.32E-08,0.035304838,0.303171068,0.593831508,0.360077689,-2361.478858,1.438625043
0.708860759,0.110734771,5.466788905,3.822076692,2.538042906,3.464222434,4.471647722,3.989485343,1.658272161,0.870857433,0.099975546,61.41167109,123.7260456,2.59762789,3.965914103,0.074980452,1.518937046,0.219822913,22.58026957,7.768262969,0.159085863,8.01E-08,5.46E-08,0.146001212,0.397636439,0.112692573,0.119153134,5.04E-08,1.01E-07,0.065430491,0.449940202,0.629438921,0.344364616,-2363.574484,0.562836643
0.708860759,0.105338732,3.644930061,1.724896487,2.126231844,2.429256211,2.411582061,3.961931731,1.493245968,0.812832859,0.082935269,128.7902618,120.8287144,2.93628246,7.743731311,0.202896153,18.73467445,0.204743639,1.669585143,7.244610541,0.135668545,8.64E-08,8.16E-08,0.194705184,0.333128201,0.154732185,0.120980691,5.16E-08,8.25E-08,0.060784892,0.865030246,0.731646502,0.558733321,-2422.072575,0.258275033
0.708860759,0.119065433,3.729284628,1.969497053,1.117721799,1.453462125,2.268111175,3.539959686,0.605354771,0.786835953,0.115777014,18.57172486,20.09378933,12.00604544,12.54926484,0.848424268,2.953700151,0.073369626,12.84243004,1.953324978,0.173794316,8.77E-08,8.18E-08,0.190420096,0.311793143,0.111952272,0.152076,7.56E-08,1.03E-07,0.059963824,0.30183881,0.487187863,0.352253597,-2360.347849,7.987250725
0.708860759,0.089512305,4.8210806,2.523810514,2.441774346,2.503747196,3.846423249,3.91914782,1.212271588,0.842104748,0.084323482,11.16235971,160.6233138,2.185756523,5.983805262,0.287101979,1.690403792,0.022484507,2.408973653,0.753374362,0.187019192,1.15E-07,4.93E-08,0.153295718,0.317919,0.127982542,0.131197578,8.78E-08,5.68E-08,0.082585661,0.361732794,0.510591117,0.384363971,-2341.597609,0.218794746
0.708860759,0.129481222,3.581684417,3.185667885,0.679750571,2.996776015,2.662358731,4.539642683,1.283236122,0.8333396,0.112993716,176.2221397,182.3907918,4.653987848,6.061794965,0.211304837,2.765007143,0.098418087,1.484117417,2.973758412,0.152558347,7.79E-08,7.34E-08,0.143815123,0.41776719,0.131529389,0.095236645,9.20E-08,6.45E-08,0.059092998,0.377891802,0.552374955,0.415008808,-2376.168757,1.046830853
0.734177215,0.103963456,4.772829497,3.347252102,2.00987615,2.73852951,4.032727738,3.935334712,1.423630502,0.877769672,0.08860864,22.54864832,13.20088862,3.949696755,3.175484456,0.432935507,1.087678866,0.060782104,30.93668559,1.333538754,0.17082163,7.47E-08,6.40E-08,0.151473106,0.367491361,0.101274151,0.111262209,8.29E-08,7.34E-08,0.097677249,0.295449315,0.494168901,0.433895944,-2333.619303,0.667517916
0.734177215,0.12010581,4.439861972,3.525394254,2.25372064,2.871003431,3.591302006,4.134290912,0.569595581,0.839342783,0.093797298,7.080229525,235.4646404,3.651942485,17.5497559,0.725431018,1.328295455,0.062488531,1.528747202,2.590882412,0.143095501,6.50E-08,9.03E-08,0.082987512,0.41513374,0.142348459,0.147153566,6.80E-08,9.77E-08,0.069280901,0.376576442,0.549972127,0.435534883,-2349.47685,0.694481418
0.734177215,0.104426306,3.507217094,3.961736616,1.705288942,3.858910913,3.23031045,5.220022936,1.410492698,0.901884598,0.055801396,65.69676622,244.6497282,4.800077197,7.364402011,0.294974444,3.203483962,0.467860056,18.1640777,2.615477064,0.07629958,8.06E-08,9.99E-08,0.147792372,0.361565714,0.151216867,0.15918327,5.00E-08,9.60E-08,0.103941871,0.552770125,0.470623212,0.45855379,-2347.54367,7.530337092
0.734177215,0.101464495,5.063005772,3.329970884,2.203076185,3.015059287,3.79911172,4.16769983,0.429389456,0.872134734,0.095716438,38.2528371,41.61876363,24.98470495,32.74238502,0.179479039,0.802722465,0.10557156,5.058466319,1.54067999,0.176493968,8.02E-08,7.87E-08,0.075334574,0.41584478,0.188797839,0.087655056,8.31E-08,6.62E-08,0.055873475,0.317386525,0.383279434,0.383534251,-2329.05655,2.389436492
0.734177215,0.095644697,5.520341601,3.71247971,3.311682598,4.102128762,4.566720439,4.256354665,0.761072047,0.897996514,0.044143074,27.64617094,19.72733196,13.07803301,9.977737145,0.240592464,1.045228416,0.169429409,4.741098032,7.392488942,0.203431538,5.39E-08,5.76E-08,0.181062851,0.270560428,0.141519471,0.117179874,5.97E-08,6.92E-08,0.086245598,0.292747664,0.414709413,0.408968206,-2365.242845,0.598625873
0.734177215,0.109055841,4.829227258,3.070830883,2.050701764,3.127125644,3.854238457,3.828994061,1.444646256,0.83201843,0.080715758,7.281445942,255.11578,1.440840369,5.676430655,0.148637632,1.505963553,0.136085501,1.639759718,0.196157636,0.176746872,9.25E-08,4.08E-08,0.120840552,0.349510159,0.141184952,0.135421152,5.01E-08,9.28E-08,0.076296037,0.277023592,0.472829261,0.284273004,-2338.365139,1.091048811
0.734177215,0.112677638,3.861565605,2.99466758,1.180874905,2.929118462,3.202332259,4.315649825,1.181565436,0.863253417,0.086042506,16.79031721,218.0078541,3.655459669,8.216561931,0.334104449,3.420468868,0.134129959,6.56659402,6.63502565,0.201512947,6.91E-08,6.00E-08,0.171647622,0.242070597,0.148710763,0.184572101,8.47E-08,1.51E-07,0.051485604,0.397306283,0.441674818,0.567368616,-2343.336148,1.373003213
0.734177215,0.112455949,3.826054774,3.302687596,1.031862972,2.677801723,3.51791355,4.15546133,2.73302893,0.881091805,0.074519633,23.41873031,63.82425033,2.661925538,3.77323105,1.183098217,3.033756581,0.261319397,3.726447236,0.877801708,0.189239107,6.65E-08,4.95E-08,0.129257535,0.473032745,0.097530135,0.070944363,4.24E-08,5.44E-08,0.039995903,0.286672666,0.349490805,0.486152891,-2384.131653,0.822987215
0.734177215,0.159706212,3.990251707,2.584356933,1.109888089,2.604229176,2.746206865,4.237111319,2.167324068,0.796992827,0.111086997,183.0388989,191.1508834,3.18138441,4.568610665,0.125538193,1.034210763,0.096849038,0.255792864,0.163065728,0.184046176,7.71E-08,3.37E-08,0.141842193,0.408163413,0.102631544,0.11495942,4.61E-08,6.85E-08,0.04835703,0.300849731,0.533301076,0.504320111,-2370.578275,3.400747032
0.734177215,0.088708644,4.889730016,2.820235002,1.505349755,2.945079876,3.364123284,3.956933852,0.770242465,0.826788865,0.078545036,130.1101947,59.555405,12.41707895,11.84078553,0.31133637,1.51535619,0.08739374,7.76951104,13.02937953,0.197865728,1.03E-07,1.12E-07,0.084849793,0.332312077,0.18517601,0.129133263,1.13E-07,1.32E-07,0.070662669,0.312732929,0.438084124,0.391610428,-2356.299329,0.569990037
0.734177215,0.096529567,5.507142363,2.829943303,4.622165819,3.380442002,4.952447166,4.680099804,4.749528145,0.896477668,0.048490374,54.09399527,51.8337676,2.054535783,2.812208093,0.015662094,1.021781816,0.221784921,5.543404633,0.207929953,0.151586229,1.13E-07,7.65E-08,0.087043988,0.405700349,0.141676939,0.132351809,4.61E-08,9.77E-08,0.081640354,0.554630845,0.526390762,0.342752294,-2374.276694,0.269098102
0.734177215,0.120528693,3.576588773,3.87079964,1.57051922,3.935735327,3.033021166,5.311882149,0.78840857,0.934692479,0.066449173,89.88852658,76.81196392,10.3852382,13.06766135,0.206328691,4.503697161,0.665096997,4.937776663,2.207546917,0.200623754,6.69E-08,4.59E-08,0.205908759,0.247849357,0.157230267,0.124092669,6.87E-08,9.99E-08,0.064294912,0.336183683,0.415047875,0.500716451,-2351.264125,2.389188635
0.734177215,0.15543872,6.326109906,1.652558335,4.085807477,1.541393653,4.851649631,3.595594301,0.63058103,0.901152847,0.118057047,33.11996287,35.41625322,7.129446886,8.522121057,1.089838595,3.800642075,0.099291867,8.668568833,1.707476842,0.099402172,7.69E-08,4.78E-08,0.181087891,0.402714077,0.132822871,0.105673247,6.84E-08,6.59E-08,0.078299483,0.484701774,0.396832288,0.449378715,-2362.366535,1.057375359
0.734177215,0.122563184,3.652958276,2.842625529,1.490513853,3.342368171,3.071616498,4.761738115,2.264214863,0.813258721,0.07352182,29.75225231,29.23441002,3.718044902,3.09296956,0.485799286,1.537771533,0.023818949,2.993836608,0.40511253,0.265916173,1.03E-07,6.54E-08,0.114701958,0.297236471,0.15545719,0.129460486,6.97E-08,6.65E-08,0.037227417,0.346352827,0.39283839,0.294959934,-2365.268218,0.659588109
0.734177215,0.091632782,4.614507563,3.466704806,2.497871491,3.913006962,3.288883028,4.950606899,1.941748967,0.864037803,0.051824115,28.32421693,42.38806704,4.579716794,3.943215244,0.657660113,0.802477961,0.077380255,1.207053259,1.966504049,0.090850809,4.58E-08,7.88E-08,0.105619091,0.462154385,0.11953818,0.167284256,5.97E-08,9.76E-08,0.054552997,0.353418538,0.478001338,0.353862836,-2374.538189,3.819196764
0.734177215,0.068897128,5.852065159,3.483384244,3.457441375,3.803782844,4.58130693,4.263336322,0.829952633,0.886894094,0.066841199,7.880155668,29.73221171,2.568741588,5.012488841,0.125958423,0.779927434,0.086112819,25.10235171,5.729412205,0.092128071,6.54E-08,6.19E-08,0.151711744,0.271532048,0.191683669,0.178168024,4.04E-08,9.63E-08,0.114776179,0.402989483,0.576368285,0.456736798,-2350.855358,0.261125032
0.734177215,0.122534698,4.130141219,2.466284203,0.702888072,2.500001293,2.86464452,3.389490629,0.83304195,0.812297017,0.089381343,38.9143874,140.9701496,10.82378463,11.38899477,0.728591175,2.766194965,0.044888,2.459215055,29.39023568,0.127207623,6.83E-08,5.20E-08,0.159148426,0.343962288,0.137830027,0.141017205,1.10E-07,1.16E-07,0.090834085,0.174461601,0.499379147,0.357437315,-2343.051601,1.715605262
0.734177215,0.102444514,4.423353153,2.839468024,1.819664951,2.787932802,2.648127578,4.386139195,0.504275285,0.821416474,0.077090757,56.85104857,22.2334471,31.89577929,21.90566757,0.382552978,1.415955571,0.074061878,2.258265745,4.444390861,0.135958372,6.92E-08,7.86E-08,0.103156488,0.452636305,0.138206375,0.089253851,7.96E-08,9.05E-08,0.080788291,0.283666365,0.376898812,0.584509713,-2362.45642,0.707803628
0.734177215,0.089485169,4.077326141,3.051019925,1.68492217,3.234159154,3.094073461,4.176610199,3.86711407,0.890786548,0.085236382,29.88011742,50.92097508,1.729185922,2.246079499,0.932940289,1.999726211,0.026349606,9.886363557,34.78422731,0.151624941,9.15E-08,6.40E-08,0.174775192,0.357392285,0.134081429,0.1239274,6.58E-08,7.27E-08,0.05819846,0.459603075,0.431491389,0.491890045,-2346.287753,0.607010789
0.734177215,0.107395666,4.737714312,2.950233204,1.161034417,2.691789525,3.3579045,4.155402543,1.913876964,0.861405358,0.098309848,182.0038563,77.97535679,5.149173693,4.923804432,0.235725996,3.137085849,0.104351418,5.397250539,4.048049033,0.198071181,7.05E-08,7.49E-08,0.234946744,0.258358594,0.119631024,0.135391551,7.98E-08,9.60E-08,0.053600586,0.372569521,0.540007771,0.388296852,-2356.558139,6.831218221
0.734177215,0.152104441,3.695939812,2.994741345,1.712064958,2.859855943,2.422531142,4.872801669,2.944093329,0.838259351,0.09074204,126.0941309,575.3671997,2.329523744,4.266105345,0.040317198,2.77022876,0.029267287,0.167214339,11.5011214,0.171880038,8.79E-08,7.01E-08,0.145203726,0.343733985,0.158979396,0.110390006,8.52E-08,7.99E-08,0.069812527,0.556294147,0.423125297,0.517785895,-2385.709837,11.69449508
0.759493671,0.221546593,7.046268791,5.908426175,1.488866138,1.697741212,4.087196669,4.418218861,1.171436875,0.900410084,0.128311977,8.913969975,220.2744197,1.407111857,4.685849501,1.038169009,2.210906586,0.147501714,0.416474102,3.651171836,0.143253018,6.33E-08,4.95E-08,0.126303542,0.403489285,0.140747079,0.121739093,9.50E-08,7.31E-08,0.064467703,0.222977991,0.721009712,0.241848448,-2430.224076,1.057507726
0.759493671,0.106262162,4.307592294,3.055404882,1.877555724,3.222408251,3.773439809,4.308965512,0.662182736,0.876813454,0.077650126,103.1215829,379.1600556,10.63521164,18.76900658,0.184935901,2.932535608,0.17595591,6.875778434,2.810061632,0.122953093,6.83E-08,8.21E-08,0.194114037,0.33383608,0.112555423,0.140700524,3.97E-08,7.84E-08,0.095840574,0.383315688,0.458549517,0.469177983,-2366.4551,3.698506214
0.759493671,0.127735673,5.260679944,2.842783409,2.112871865,2.2826449,4.456377446,3.390485336,1.74462535,0.851667251,0.083117917,99.63059421,71.34372353,4.904222508,4.800807344,0.36285832,1.377443765,0.094828427,2.199540299,1.081301646,0.139398026,5.15E-08,6.76E-08,0.074169109,0.420816764,0.162673875,0.121325474,6.71E-08,7.68E-08,0.081616489,0.225844966,0.367599,0.424448032,-2346.65169,0.727226108
0.759493671,0.058086913,4.571605442,3.550532979,3.547138544,3.585371064,3.975754673,4.808617034,0.87124282,0.876229192,0.035337262,49.65615234,37.01638315,10.58079704,8.660385423,0.302575741,1.789289609,0.143778028,4.721666622,4.305674728,0.079130528,9.84E-08,9.74E-08,0.186171221,0.321215425,0.16487337,0.159192966,6.37E-08,9.84E-08,0.089416132,0.615886512,0.531160982,0.430120585,-2371.626642,1.096610425
0.759493671,0.091849901,4.466089025,3.572915562,2.21488147,3.113479816,3.651424414,4.196184975,35.06431791,0.854289186,0.076234292,17.18844705,21.83470287,1.298951411,1.43915674,0.340113144,0.347501064,0.192333467,12.43722377,1.02711257,0.152839801,6.96E-08,7.33E-08,0.073414977,0.456992654,0.164483005,0.095250898,8.77E-08,5.91E-08,0.057018375,0.283354302,0.42813849,0.335225829,-2332.149539,0.924991573
0.759493671,0.101348624,3.839748137,3.664280699,0.233402565,2.816077232,2.572345113,3.97097299,8.113874585,0.799543141,0.088036728,257.0463733,23.49599979,3.138243481,1.83665246,0.608288552,1.066495601,0.039881571,21.09778104,0.739671459,0.1567843,9.06E-08,5.93E-08,0.231514263,0.338788392,0.107799668,0.094402058,4.00E-08,7.20E-08,0.070711057,0.268213459,0.588187597,0.4120799,-2367.452532,2.739672957
0.759493671,0.08856392,4.277119791,3.508305238,2.377498545,3.75736502,3.422950418,4.624870248,1.382511912,0.907479419,0.070876761,4.784803978,20.70106297,1.904218454,4.699442968,0.016352476,2.062246392,0.379315478,3.187890038,1.737828546,0.19909782,7.60E-08,4.19E-08,0.153480402,0.302134423,0.128682643,0.142521557,7.20E-08,7.46E-08,0.07408289,0.332313909,0.478946958,0.430061885,-2334.11288,8.994601643
0.759493671,0.190711437,4.715565435,2.927294977,1.549255258,2.29440698,3.066571857,4.578043429,0.746699031,0.798426534,0.095966914,174.4152317,134.2262156,13.75606382,16.06157367,0.192194807,3.731179707,0.047280819,105.7763953,103.0572946,0.198385185,6.97E-08,5.02E-08,0.149689095,0.308499475,0.140620066,0.158352955,7.97E-08,6.95E-08,0.044452955,0.502061231,0.394723678,0.40876469,-2365.045941,1.022772591
0.759493671,0.191923082,4.987538363,4.787357446,3.035191188,3.675361646,4.316729315,5.836038302,1.094900256,0.87312091,0.099209338,152.0420653,284.5447828,3.465343643,5.472784218,0.293266995,1.434820833,0.286452196,5.246909415,0.571904355,0.206411224,6.75E-08,4.66E-08,0.125407516,0.462838575,0.091643622,0.076151007,4.73E-08,6.31E-08,0.037547831,0.79252127,0.624058152,0.387471019,-2393.145678,3.35706523
0.759493671,0.086107442,4.113457099,3.446117809,2.516030579,3.744669808,3.4335328,4.597185288,35.68876649,0.886580224,0.041890632,218.4008745,1659.371044,3.045801185,3.346383616,0.606003988,2.29232669,0.277937983,3.003482082,0.735635806,0.208933318,6.10E-08,8.35E-08,0.191124831,0.184708914,0.156087135,0.175026628,3.69E-08,1.14E-07,0.084118878,0.44459061,0.480131429,0.482759554,-2372.703217,2.530108871
0.759493671,0.093491753,4.041061916,3.29611345,0.318981858,1.94218929,2.558308024,3.542657547,0.654373385,0.778802219,0.119156788,163.5753935,44.76213677,15.94883817,11.98373164,0.525941694,0.756681328,0.009886043,3.915101072,0.241890022,0.172899898,1.01E-07,4.04E-08,0.123621084,0.434459365,0.123110972,0.100682546,6.64E-08,6.25E-08,0.045225865,0.186309022,0.6601628,0.357605772,-2365.736089,0.854274935
0.759493671,0.090044314,5.163240322,3.674828588,3.505580708,4.005495953,4.338134454,4.804773304,1.343721683,0.86528098,0.053809405,6.296537636,201.9991296,2.020767692,5.499760234,0.218020592,0.285960512,0.097373867,10.04532681,3.260701653,0.172647426,1.01E-07,1.01E-07,0.085813234,0.333927964,0.214049511,0.132973291,1.15E-07,1.34E-07,0.060588121,0.334445652,0.506625132,0.526654183,-2370.528855,0.933798516
0.759493671,0.113871629,3.698499736,2.906410412,0.79224086,2.750004327,2.661914944,4.477498047,1.658241985,0.817674454,0.095776981,67.40536388,51.57524854,4.220950366,4.318850515,0.741305204,1.255244159,0.044950459,1.99528205,2.218148773,0.146302772,8.37E-08,8.37E-08,0.073146397,0.436436518,0.144747375,0.13418149,4.90E-08,1.06E-07,0.065185126,0.223426452,0.509123414,0.381681109,-2334.474906,8.226317057
0.759493671,0.09477955,4.868989782,3.463940824,3.020239666,3.951736528,4.08351338,4.84816246,1.777343474,0.88861128,0.047441313,8.079236488,118.9179441,2.43396066,4.77249598,0.359902807,1.76241799,0.071689261,4.493151596,2.952901507,0.077989238,5.86E-08,3.15E-08,0.088222382,0.517417687,0.150977325,0.083838477,5.95E-08,6.80E-08,0.081554673,0.66382465,0.439920144,0.421423447,-2392.663712,3.992610235
0.759493671,0.081140614,4.813618545,3.525817149,3.498939825,3.200978072,4.287934152,4.06458459,4.191196902,0.938814967,0.061460224,69.27310844,29.69306451,2.280711812,2.38592929,0.0166652,1.73468842,0.876400471,5.429319322,60.20227215,0.181972362,5.61E-08,4.06E-08,0.194404942,0.209869901,0.154720583,0.183093665,5.34E-08,9.21E-08,0.075938304,0.261447289,0.461375029,0.49122115,-2360.985276,3.25158256
0.759493671,0.101096774,4.602475829,3.508120949,1.44774526,2.660012924,3.514321779,4.131310227,0.624246296,0.842859072,0.093495412,5.693420388,50.6781847,5.28497663,13.32494336,0.270014318,1.074992853,0.026282489,5.616281131,0.551403575,0.107253454,5.45E-08,4.58E-08,0.173623245,0.413614782,0.146374261,0.094948068,6.13E-08,4.93E-08,0.06418598,0.279058539,0.455662614,0.386564096,-2334.902964,0.35981894
0.759493671,0.105260007,5.565256523,3.292050914,2.863833872,3.684951805,4.213093798,4.546376519,0.473113629,0.887831609,0.088376777,5.758868239,32.19680812,2.908930918,12.66587909,0.255592716,0.42135143,0.189805116,23.93011686,1.770990537,0.22645368,1.07E-07,1.02E-07,0.105371611,0.363532767,0.146929139,0.115795969,5.74E-08,7.44E-08,0.041916494,0.47931556,0.471443965,0.271885786,-2346.747415,2.77471906
0.759493671,0.152441278,4.593950798,2.864388579,1.480066564,3.158173822,2.767234537,4.77273004,0.905415219,0.850227691,0.104172986,29.43613526,23.58603813,7.994598329,7.900751981,0.163723316,3.529958031,0.077262844,18.87578979,5.108751034,0.136794829,5.29E-08,6.20E-08,0.168998807,0.266363475,0.1776857,0.158669351,5.27E-08,1.06E-07,0.091487565,0.334035233,0.40946508,0.632396128,-2360.756337,0.352133114
0.759493671,0.121517678,5.01588013,2.003247107,1.738047285,1.633505973,3.79706902,3.275739131,1.208519947,0.839275486,0.105579043,87.76415813,24.19819413,6.301641473,4.759841947,0.3431252,2.350482537,0.035434192,6.180548431,1.365164697,0.095890783,9.78E-08,4.75E-08,0.15294459,0.367755703,0.191581607,0.10807795,1.18E-07,1.20E-07,0.083748985,0.352745497,0.554452124,0.416599742,-2350.621125,3.038878521
0.759493671,0.11538622,4.078463565,4.087626844,2.741982849,4.093606359,3.480061746,5.486601291,0.628132825,0.915186996,0.076896396,56.55355683,117.0282794,6.904275182,0.312967413,1.987430075,2.7827584,0.015830197,21.82922538,8.058387913,0.109247501,6.45E-08,6.73E-08,0.103343713,0.487959994,0.121884432,0.092015238,8.59E-08,7.37E-08,0.085548831,0.52367673,0.552440275,0.495617074,-2390.815221,0.696034121
0.759493671,0.093220284,4.614841872,3.052521362,2.056579167,3.162011801,3.837919423,4.177323925,1.354022592,0.883694106,0.07165779,51.71506248,34.61595618,4.671825792,4.464331814,0.555050031,0.933169888,0.130678953,7.08248312,7.137953461,0.218252528,4.59E-08,4.56E-08,0.157012337,0.326543355,0.132943748,0.108218505,4.09E-08,4.96E-08,0.057029345,0.28640267,0.549454775,0.566488246,-2351.899628,6.345934191
0.759493671,0.0881104,5.473424277,3.232205142,2.992030146,3.900203382,4.121166693,4.263334929,0.685258021,0.912345003,0.058761686,10.14121283,6.929096941,7.11239166,8.26114007,0.192654884,1.59118081,0.24732261,4.095227295,2.590267736,0.09879978,8.97E-08,5.43E-08,0.19040795,0.351495797,0.139390428,0.144653861,5.44E-08,1.14E-07,0.075251872,0.283547484,0.506957903,0.35238935,-2370.992272,1.248580849
0.759493671,0.086485814,4.261933346,3.025226455,1.854871662,3.589312759,3.089167332,3.951240915,0.940525824,0.866724484,0.059297472,17.04738131,72.44318928,4.283260183,8.178259882,0.127726597,2.726353489,0.2468637,2.817809443,3.385880046,0.137698247,6.34E-08,6.93E-08,0.199535249,0.343863533,0.152539437,0.111688518,9.51E-08,1.33E-07,0.054674657,0.446720349,0.466813875,0.378229727,-2382.331027,6.455332692
0.759493671,0.089212154,4.147745876,2.944229739,2.527475296,3.538902216,3.233508064,4.167952423,1.148129896,0.89273196,0.051067465,36.50535892,80.5127163,3.902824277,5.815817128,0.445995481,2.45359387,0.512503165,1.200370096,0.571894594,0.177761282,1.08E-07,4.88E-08,0.157958063,0.32318,0.114794056,0.131780249,6.58E-08,6.13E-08,0.094526066,0.385872533,0.583629863,0.365869502,-2370.11061,0.614891867
0.759493671,0.127572473,4.45850656,2.202363162,1.41684413,1.124051517,3.116689488,3.515965869,2.166813926,0.805417364,0.103050749,275.5760556,39.04543357,5.786616384,3.708290261,0.69459266,1.479635462,0.044053869,1.594765263,2.283481836,0.072673581,1.32E-07,6.22E-08,0.211084475,0.366945595,0.139882388,0.148747371,7.31E-08,1.28E-07,0.060666196,0.181445336,0.547859665,0.233716421,-2354.666459,0.686350681
0.759493671,0.102523596,5.515861518,2.857245574,2.711440321,2.845275721,3.837152181,3.717996713,1.059439017,0.84977582,0.087844427,7.952693705,79.92500127,2.37408358,6.385656236,0.023663734,1.545945812,0.048758025,4.222552316,2.014505117,0.164567179,8.34E-08,7.19E-08,0.186196559,0.342980983,0.134604989,0.109659558,6.36E-08,6.20E-08,0.061990451,0.311005354,0.697052608,0.285297458,-2338.751077,0.673516655
0.784810127,0.124313751,5.268594948,3.773036796,2.541960432,3.937982209,4.058280426,4.816235905,1.19005745,0.809313773,0.050481563,93.6406605,20.35707484,9.108129131,5.666571067,0.113792705,0.562566727,0.041005994,5.478553132,5.473682657,0.166392704,7.15E-08,5.00E-08,0.17082538,0.321626424,0.139211131,0.135469675,6.43E-08,6.16E-08,0.066474438,0.274349605,0.423194032,0.338014468,-2362.2868,4.621899608
0.784810127,0.141109551,4.826059967,2.094460945,2.831078,1.910218936,3.376608326,3.788847859,2.604782932,0.857911195,0.075950928,31.02791474,136.1312306,2.100015244,3.81383929,0.095465651,4.220359793,0.311262717,1.945003475,2.84136723,0.115468866,7.76E-08,7.80E-08,0.238762324,0.348089077,0.101054988,0.125816386,3.74E-08,7.24E-08,0.070808095,0.284711887,0.521071298,0.45318438,-2362.271306,2.492588826
0.784810127,0.119270651,3.960743615,3.212148167,1.593337305,2.579588142,2.511376684,4.366722298,4.604602792,0.790929228,0.100540621,25.22628157,78.79440552,1.676111053,2.812910988,0.174216619,0.660429809,0.025619064,4.296471937,0.587413196,0.142261642,7.21E-08,5.23E-08,0.077105956,0.39507332,0.166993948,0.116415006,7.11E-08,8.03E-08,0.102149851,0.261289126,0.404183502,0.381157687,-2370.322506,2.843274225
