alpha,sigma,b1,b2,b3,b4,b5,b6,theta,D,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.552631579,0.089146895,5.287560699,2.804546107,1.677727055,1.552232409,2.320479722,2.246399751,0.974294369,0.023649884,5.282338934,134.5303615,3.439106025,10.18893977,0.602205326,0.702784144,1.412345697,0.115693115,3.016009566,19.68782112,0.094468648,1.10E-07,9.24E-08,0.079735672,0.511568969,0.125291188,0.106496936,9.01E-08,6.97E-08,0.082438224,0.168400504,0.752647747,0.453772429,-2419.256106,1.376577932
0.552631579,0.142730025,4.588231916,2.096855801,0.130104842,1.515882534,0.619427134,2.964839108,3.184889455,0.084020002,59.51944741,19.63797136,4.061078979,2.708592986,0.243473796,1.248448674,0.694543328,0.018386698,1.846558705,4.813707044,0.099172166,1.13E-07,1.11E-07,0.122676324,0.354058962,0.1264466,0.229359302,4.90E-08,8.39E-08,0.068286288,0.153844001,0.590629043,0.463859939,-2405.379766,0.292055926
0.552631579,0.124451268,5.003041118,1.848121779,0.217518165,0.636742725,1.601373922,2.86140749,0.751389466,0.113044219,379.7356179,281.4875937,20.02727924,20.35628613,0.058165266,0.515994863,0.69353189,0.029896712,2.07838613,0.153242486,0.145524529,7.31E-08,8.32E-08,0.117449361,0.396723366,0.136210515,0.159524183,6.27E-08,6.40E-08,0.044567764,0.17308634,0.670397747,0.403326805,-2398.566109,0.198408905
0.552631579,0.148352883,4.088803746,1.90651372,0.331955106,0.83780117,1.082245044,1.918010773,0.364777288,0.030758413,73.53705036,18.1522881,42.99298381,39.04308438,0.057594239,3.107635605,2.809240401,0.448339397,0.842630707,2.98729754,0.205654123,7.42E-08,4.33E-08,0.065611371,0.424384847,0.136663453,0.096081433,4.96E-08,1.11E-07,0.071604495,0.194000325,0.579033794,0.390371018,-2501.174121,0.597465943
0.552631579,0.149805562,4.215697073,1.902399908,0.085772708,0.370462851,1.85861316,2.181943536,0.438892238,0.133881273,217.926787,18.84684282,48.84030191,24.68571243,0.783791374,7.366263597,0.575697133,0.00756379,3.925545731,0.321280286,0.1758362,1.06E-07,4.62E-08,0.189612626,0.29060833,0.165321899,0.115282575,4.93E-08,6.87E-08,0.063338099,0.101366908,0.58428059,0.428423843,-2425.786628,1.721262975
0.552631579,0.143418377,5.098430925,2.399844038,0.407011631,0.312298171,1.232705149,2.322033415,0.635621499,0.100773793,24.68340606,34.75386865,13.8170131,16.60885117,0.18872007,5.375320225,0.894761173,0.007026407,13.77058598,17.73781625,0.119401143,1.01E-07,8.81E-08,0.134488341,0.288827078,0.252176605,0.142260104,9.07E-08,1.05E-07,0.062846345,0.14555209,0.649156879,0.469912201,-2407.834271,0.396143287
0.552631579,0.132966717,3.954900051,3.473221652,0.802140709,1.399921338,1.385149311,2.51822334,1.249865569,0.056793582,32.53225342,39.46988613,3.465115186,4.312130485,0.319709085,5.383775279,1.168327406,0.031502237,4.997352128,3.916768554,0.120720313,7.88E-08,5.86E-08,0.174519536,0.408636621,0.12240021,0.084118872,5.56E-08,7.07E-08,0.089604185,0.240413995,0.767186996,0.404069617,-2460.427371,0.508403642
0.552631579,0.194823346,5.00391366,2.516679884,0.273921298,1.746120192,0.820572192,2.625838848,0.684909268,0.105911281,34.40047416,58.80339009,7.182372958,9.957635381,0.047177211,3.944072969,1.274366235,0.011030169,1.945278894,3.121118699,0.198505975,4.88E-08,8.48E-08,0.093723259,0.392088553,0.125390383,0.106286179,7.55E-08,6.27E-08,0.084005378,0.182747283,0.539884319,0.459542506,-2462.127094,0.753446205
0.552631579,0.118930243,4.861283231,3.30363024,1.585619059,2.436567654,2.04792222,4.162949511,1.014650942,0.09249417,11.16866663,40.33172728,0.889590246,11.82420255,0.50626445,2.124776149,1.036683628,0.037253772,0.971409633,4.695905992,0.123591742,8.63E-08,5.94E-08,0.073648345,0.448827559,0.174328813,0.129371652,6.97E-08,7.66E-08,0.050231597,0.509504585,0.595469166,0.39409626,-2431.186668,0.762597286
0.552631579,0.167560311,5.432603368,2.070970246,0.855826342,0.206483675,2.494611987,1.435201881,0.605443432,0.08626507,19.12206102,239.5932077,10.15225172,23.62392502,0.045477867,5.865031488,1.030928937,0.032687376,5.486356915,0.471422903,0.124415227,7.17E-08,4.74E-08,0.082268882,0.540788078,0.118819258,0.07544707,8.27E-08,8.71E-08,0.058261196,0.152113714,0.576284268,0.485698392,-2448.460353,2.71296719
0.552631579,0.131098516,4.575456086,1.119235218,0.719668627,0.786278041,0.928270569,2.702344184,1.296985816,0.060382171,265.390412,60.35664485,8.875331033,6.75984688,0.218772252,1.998269497,1.126979731,0.026744791,35.72246539,0.561549255,0.134502989,9.56E-08,8.30E-08,0.073793767,0.377223398,0.183825562,0.166414195,8.02E-08,1.06E-07,0.064239724,0.277441129,0.889488836,0.601029049,-2412.757497,0.325236463
0.552631579,0.1804029,3.923686646,3.123905633,0.566972834,0.825016161,1.588114877,3.082656344,1.154889374,0.132156037,670.0955676,23.79871316,10.61569704,5.344489898,0.339015717,0.050370351,0.547668451,0.013929454,8.87855866,3.87538446,0.13547231,7.62E-08,5.79E-08,0.088215334,0.456609301,0.133131142,0.105145543,7.54E-08,9.49E-08,0.081426067,0.203036616,0.808507638,0.492004507,-2422.982059,0.689906291
0.552631579,0.127768441,4.188045695,2.641963236,1.083106097,1.504780094,1.45742077,2.993852341,0.385880688,0.191512466,100.9198271,264.074426,34.42927093,55.02199222,0.101775037,1.97560798,0.550922059,0.025849749,1.03168077,1.932348581,0.153785458,9.82E-08,7.38E-08,0.114569632,0.267491539,0.226037068,0.186353122,7.38E-08,1.78E-07,0.051762759,0.126825234,0.858793262,0.694086303,-2480.817837,7.757031885
0.552631579,0.099683381,5.1315404,1.372751042,0.215247599,0.716321264,1.211408708,2.02206841,2.221170686,0.040075106,39.06479731,104.167204,4.423914226,5.542468561,0.272997841,7.59861695,2.429646878,0.478670186,19.70979961,0.477863049,0.207948826,1.16E-07,7.62E-08,0.093587463,0.366038955,0.136543969,0.118383079,5.59E-08,1.05E-07,0.077497353,0.099756193,0.802882121,0.504213348,-2416.943356,0.543221381
0.552631579,0.149686516,5.411066603,1.189477334,0.964118597,0.220535393,1.647453822,2.480327408,1.332846994,0.104640856,188.2536488,64.63796412,8.981994652,7.526498024,0.128855029,0.526712349,0.815669385,0.037024127,2.504795,1.661603666,0.238995631,4.08E-08,8.43E-08,0.176270871,0.198780076,0.182604324,0.150606842,8.49E-08,1.22E-07,0.052741923,0.167457708,0.655465612,0.440710769,-2404.339065,0.308886724
0.578947368,0.107811474,4.479897724,2.797245735,0.219403321,0.292498831,1.178783209,2.6282056,0.87493074,0.131302019,4.742575902,281.8191102,4.695209537,13.60804213,0.342350516,8.248488163,0.583232132,0.019383638,2.937726135,2.050464086,0.144586737,8.10E-08,7.58E-08,0.139139357,0.400346165,0.126717235,0.139118428,6.62E-08,8.55E-08,0.05009177,0.152874533,0.62030859,0.554010666,-2408.041327,0.661961411
0.578947368,0.120338318,4.157034851,1.975859673,0.467236444,0.719760958,1.026492236,3.122941059,2.088391573,0.15118575,311.5538705,14.46110061,6.273503247,3.277689031,0.330328623,0.667259592,0.543064631,0.016856164,1.375404619,6.77250167,0.190428726,5.67E-08,4.86E-08,0.135237161,0.299663746,0.158423975,0.144789886,8.36E-08,1.05E-07,0.071456212,0.161386204,0.7025031,0.460992639,-2415.179694,0.374455752
0.578947368,0.149489894,4.307936923,1.687003013,0.380435104,0.550160882,1.484671683,2.500105724,1.714624805,0.055539865,51.62941011,146.4493239,4.651798598,5.770184474,0.702162345,0.661944225,1.369735551,0.077260734,7.850959268,0.253417698,0.107560139,8.83E-08,6.10E-08,0.152247674,0.430331819,0.124018379,0.123141389,3.00E-08,1.02E-07,0.062700319,0.158742574,0.77327345,0.388413179,-2406.081881,0.439575159
0.578947368,0.142235125,5.492785003,1.071683706,0.488991194,0.308644643,1.239124111,2.158184502,1.403686879,0.083859909,8.773332112,374.6226053,3.809457863,9.39243657,0.296715224,13.54358771,1.270712057,0.045455778,2.471833754,0.219818956,0.157320955,6.13E-08,6.41E-08,0.209591791,0.237805691,0.174229235,0.139984537,5.55E-08,1.27E-07,0.081067483,0.119543837,0.567757197,0.441701842,-2402.900099,0.54726438
0.578947368,0.120437782,5.008966759,1.558976845,0.546732607,0.367786445,1.350413415,1.65305741,3.441715876,0.072652466,6.617590484,280.8886693,1.491494707,4.438086987,0.210248877,7.929850105,1.19725797,0.240773171,1.081838761,3.222745093,0.166869938,6.10E-08,5.09E-08,0.075992793,0.455425288,0.100933069,0.143085568,4.29E-08,5.44E-08,0.057693135,0.14260119,0.662552786,0.452317191,-2408.906454,1.090910727
0.578947368,0.161658047,4.922020287,1.7529356,0.284237015,0.451527542,0.986011368,3.004205944,7.072787908,0.041983521,119.9872844,25.86142812,3.416369698,2.475633908,0.109545864,8.526719913,2.380167368,0.141343392,12.82290593,3.354884957,0.136509577,5.56E-08,3.91E-08,0.194361919,0.323516288,0.157366707,0.102765164,4.31E-08,4.92E-08,0.085480157,0.140411317,0.658542587,0.588864474,-2417.417279,0.224903017
0.578947368,0.124349999,4.142614065,2.631574728,0.604631462,1.248678249,0.882759408,2.694093171,0.611378226,0.153485421,9.922896953,58.21679138,7.663394158,16.70463324,0.405959273,1.563668277,0.662505545,0.015128072,1.180518603,2.135424784,0.179667381,8.51E-08,6.24E-08,0.08800344,0.436102829,0.160843492,0.091240092,7.12E-08,1.10E-07,0.044142436,0.162242705,0.754925244,0.347207018,-2403.6418,0.405925068
0.578947368,0.106463589,5.673836532,3.905691319,3.440572971,3.095505976,2.634744702,3.99962186,2.054088238,0.034258392,42.66976798,83.07298614,2.245870462,4.088290322,0.18816796,0.178767982,0.524933946,0.044045439,0.331843765,1.053427738,0.171379936,7.01E-08,6.58E-08,0.057756401,0.408998375,0.185814634,0.129726281,4.18E-08,7.49E-08,0.046324119,0.256522466,0.687813952,0.595638848,-2419.567555,0.373087416
0.578947368,0.143593177,4.812094033,1.325376916,0.074800783,0.718357864,1.54624219,2.321879056,7.210037028,0.03960666,585.1335068,32.61087521,4.442503085,2.283150184,0.115617994,0.590541267,1.813204589,0.014396722,11.67563242,0.270141771,0.12006867,9.80E-08,6.89E-08,0.11571154,0.367232267,0.145482264,0.154064951,4.75E-08,7.69E-08,0.097440017,0.296566409,0.718391222,0.530658957,-2404.344476,3.759080945
0.578947368,0.133806096,4.628555154,2.176829422,0.376525333,1.056736071,1.027026785,2.440448078,1.760982509,0.117957347,39.80897956,217.2002019,5.478325843,6.380593616,0.560171628,3.062375148,0.614160508,0.010621207,31.82714311,0.610717429,0.102783372,7.55E-08,9.15E-08,0.16034633,0.343017575,0.138855893,0.164247209,1.17E-07,8.73E-08,0.090749249,0.094925795,0.750937556,0.396739082,-2386.876935,0.34994716
0.578947368,0.141482225,4.912156909,2.643402244,0.358682239,1.237959207,1.732776829,3.099121734,0.604476488,0.097787015,25.13856289,50.13501264,17.90754909,20.70027696,0.20165889,1.213358317,0.660135715,0.039360212,12.11641525,1.458581252,0.149836594,8.89E-08,8.68E-08,0.149725666,0.28137248,0.175505038,0.172237919,4.34E-08,1.08E-07,0.071321976,0.152782852,0.5887134,0.394233925,-2396.068331,0.851965045
0.578947368,0.059069397,5.099510504,3.951531241,1.746380662,1.649004382,2.102578747,2.684810771,0.795475446,0.0796229,8.383977744,18.99168041,3.998347501,8.355327192,0.227971836,0.524839617,0.926565705,0.13834434,1.654361291,0.900076818,0.208135456,1.31E-07,5.47E-08,0.140536848,0.285688492,0.143433258,0.134475539,9.80E-08,6.94E-08,0.087730055,0.180191833,0.851946464,0.511863868,-2426.82186,0.198935799
0.578947368,0.114591839,4.026872552,3.139762448,0.826728146,2.342619195,1.324286718,3.678401547,0.583513582,0.073179525,9.753969284,344.6982205,8.185163177,27.02409071,0.08468201,0.804472493,0.912151172,0.04540056,24.9552712,6.724498754,0.212063302,1.17E-07,6.55E-08,0.155364373,0.306865254,0.150425039,0.090975605,7.17E-08,5.77E-08,0.084306116,0.203527351,0.867170979,0.372083734,-2405.018566,0.274923091
0.578947368,0.097818527,5.274422665,1.388958971,0.3143419,1.010423014,1.750912054,1.78939006,4.390224842,0.049654383,351.0744026,432.9661658,4.223084644,4.703915795,0.363921405,2.099507935,1.234230733,0.024421251,37.04594515,2.266167116,0.16511862,4.58E-08,5.30E-08,0.071052748,0.474657464,0.108763041,0.126561925,9.15E-08,8.75E-08,0.053845924,0.292149536,0.733799268,0.532597896,-2427.547761,2.677103231
0.578947368,0.092197261,4.792371094,3.848209493,2.058491606,2.355859171,2.540340617,3.455165943,1.795930464,0.099548975,16.94178551,346.3010835,2.572200985,7.388991215,0.572717564,2.647805248,0.432487346,0.054414087,11.86923988,0.654961581,0.233264032,6.61E-08,7.14E-08,0.075187882,0.345063877,0.168277393,0.127382435,6.31E-08,1.33E-07,0.050824048,0.16978435,0.823898477,0.346166617,-2421.600742,0.552086765
0.578947368,0.177972722,5.781066791,1.251336636,1.000414994,0.572219374,2.011012569,2.715610807,1.077959258,0.03248489,23.85492121,69.67861617,9.381214812,10.77393931,0.054159143,0.653995493,1.864796545,0.034758119,0.932896,2.371609288,0.167881019,9.45E-08,1.30E-07,0.132958814,0.368117765,0.138080764,0.136966876,5.14E-08,7.88E-08,0.055994408,0.188179688,0.655086435,0.462813182,-2407.58591,0.292556079
0.578947368,0.139606595,4.179733355,2.647190764,0.843002633,0.84439253,1.664853407,2.483110382,0.525033819,0.024895924,10.7143405,182.7179084,11.27505433,29.467112,0.191351099,0.465841586,3.067559404,0.297958803,1.2090021,2.667765581,0.22427734,4.32E-08,3.69E-08,0.08715064,0.43153315,0.089032799,0.095533287,6.46E-08,6.22E-08,0.072472577,0.182157553,0.815881583,0.440481472,-2400.194378,0.450908138
0.578947368,0.189499962,5.100673741,1.697483403,1.175597894,0.520583235,2.244196493,3.367694675,13.58751605,0.095813353,164.5476478,89.34064808,3.324461711,2.783244302,0.200208405,1.542016281,0.873651664,0.041263745,36.91548222,1.696081396,0.200805452,4.78E-08,5.44E-08,0.135604688,0.375482773,0.083976988,0.120069572,5.99E-08,6.27E-08,0.084060302,0.107381842,0.675169403,0.398556508,-2412.534691,0.195967313
0.578947368,0.118344383,3.727632381,2.69126734,0.336611311,1.791656246,1.016228341,3.502235043,4.0617857,0.041029183,27.34823439,115.6692669,2.028641953,3.247675707,0.318905329,0.37539796,1.705523771,0.038787105,3.46347744,15.03889165,0.152420721,7.57E-08,4.17E-08,0.236048479,0.296355396,0.137074924,0.091469564,5.25E-08,5.39E-08,0.086630691,0.169956238,0.787217005,0.46894429,-2408.669477,0.472857791
0.578947368,0.130019513,4.382951063,1.739591264,0.058694583,0.556085089,1.739428381,2.260922516,0.639093238,0.055714789,22.90788413,202.0951517,13.23860906,23.48088599,0.163508177,2.566625044,1.470568393,0.290368969,1.979444527,4.731702923,0.169627621,9.07E-08,7.13E-08,0.141600328,0.325890092,0.126893892,0.159628653,8.30E-08,7.25E-08,0.076359097,0.185247425,0.691785108,0.457127845,-2411.132204,0.393550016
0.578947368,0.108651272,4.252592991,3.022495747,0.487954918,1.1373202,1.558035715,2.916550398,0.82021229,0.056186457,9.524103673,72.98619286,6.78979891,12.01844967,0.2237928,0.969613672,1.293615405,0.359637604,2.64908025,2.942764463,0.192406358,5.55E-08,3.72E-08,0.169823414,0.35440032,0.125652344,0.093560059,7.07E-08,8.58E-08,0.064157257,0.108884218,0.679558334,0.516271915,-2405.562989,0.171488714
0.578947368,0.116285251,4.560000603,2.337393083,0.145709825,1.307291699,0.837609463,2.470824776,1.396348693,0.103349118,8.414082642,53.18659798,2.777668698,5.675983746,0.271113152,3.984695664,0.832033439,0.120953962,0.704572198,2.846773984,0.143286723,6.28E-08,3.56E-08,0.09061789,0.42367039,0.161093472,0.135267628,6.57E-08,6.07E-08,0.046063673,0.151910901,0.660818571,0.479899187,-2402.920869,0.40161674
0.578947368,0.153200485,6.020717345,1.431797836,1.460518244,0.203774408,2.358734375,1.508953273,0.948464472,0.100031383,53.61477596,81.90151938,9.644435433,10.5217124,0.225966627,4.193595839,0.731081549,0.177508847,19.02134452,0.591890642,0.102719896,5.97E-08,5.52E-08,0.168713001,0.445531958,0.128738181,0.107306402,6.05E-08,7.46E-08,0.046990312,0.094148139,0.747883622,0.373075947,-2402.562354,0.772644285
0.578947368,0.123565979,3.99676759,3.101469143,1.052754803,1.824728097,1.180145411,3.580417996,0.64856934,0.14326257,77.1742688,65.35255177,10.02227771,12.06673959,0.053743289,3.231133277,0.543864733,0.066243793,11.96062135,0.400179673,0.15820727,9.64E-08,4.97E-08,0.096936217,0.48849984,0.104773294,0.103139027,7.60E-08,8.72E-08,0.048444043,0.273043837,0.882647796,0.563918921,-2458.080737,0.486054052
0.578947368,0.12808521,4.767412958,2.515219422,1.29079913,1.421593117,1.77638614,3.155592771,2.58982582,0.088475511,13.63599799,130.4323172,1.332071257,3.382526103,0.0935228,0.568290573,0.776565396,0.040977038,32.05879306,3.599844008,0.077870188,7.89E-08,8.30E-08,0.08828406,0.484754325,0.15678572,0.150909581,5.55E-08,8.41E-08,0.041395825,0.395755014,0.610662264,0.573843928,-2409.380677,0.306485462
0.578947368,0.136031421,3.420142558,3.444539306,0.082118843,1.817413482,1.088544259,3.419037854,0.717495439,0.177184189,39.55256722,98.48443913,8.853110437,14.17753942,0.194185829,0.227290339,0.573513721,0.028550244,11.02358297,9.111441108,0.18625957,6.02E-08,5.94E-08,0.082954985,0.436160382,0.200852655,0.061619832,4.72E-08,7.44E-08,0.032152334,0.269058262,0.501235141,0.373896601,-2430.768482,0.577236873
0.578947368,0.123476897,5.484584204,1.888481582,1.316012386,1.063570022,2.132262012,2.092135211,0.670007678,0.097790539,7.226012968,88.39698246,6.03310222,15.81736659,0.127201159,4.539958506,0.83553353,0.040168111,5.719211825,3.962561814,0.148081901,1.17E-07,7.71E-08,0.089370606,0.319959429,0.17853863,0.175152877,1.01E-07,1.10E-07,0.088896152,0.147856539,0.906224135,0.502779937,-2405.765479,0.966757059
0.578947368,0.172997512,4.014580947,2.146911168,0.242828105,1.133654341,0.646910123,3.249294611,1.119366188,0.100787972,577.6196338,135.538431,10.36713104,10.35064658,0.123181619,11.91428216,1.107142025,0.060309813,39.85948303,1.00860038,0.220865482,5.70E-08,3.45E-08,0.150498367,0.318458498,0.123063695,0.113565313,5.68E-08,7.39E-08,0.073548424,0.143681656,0.730334407,0.424706292,-2427.401209,9.413493546
0.578947368,0.132773313,5.383208751,1.535784352,0.883449025,0.420613941,1.686693544,2.673208054,12.30042852,0.073283572,125.8799192,40.90221883,3.401162997,2.214908276,0.201403554,0.124854939,1.012356574,0.047654914,36.93695409,1.548729584,0.144150136,8.42E-08,5.92E-08,0.128942605,0.365032364,0.159261173,0.141369642,3.32E-08,1.07E-07,0.061243796,0.14777994,0.576934425,0.449219596,-2407.62041,0.744814545
0.578947368,0.093561115,4.611783153,3.100334501,1.465961409,2.017018435,1.678224771,3.26963524,7.484029036,0.276208357,14.47648322,69.42224299,1.020819359,2.165567814,0.0773468,0.876908183,0.209813364,0.005814749,23.09037189,0.867663433,0.224376328,8.65E-08,6.51E-08,0.177442806,0.348527011,0.093336038,0.081835127,3.88E-08,9.20E-08,0.074482407,0.246312379,0.828275443,0.429703818,-2425.315516,0.313925567
0.578947368,0.114434175,4.533756138,2.097376901,1.072716685,2.148293223,1.486403535,3.411713327,2.556178705,0.075934005,6.892411732,8.698899139,2.874061975,3.854500668,3.782752335,3.738789127,0.631966797,0.143131359,6.080197277,0.66850257,0.137643543,7.51E-08,6.70E-08,0.138809246,0.353174935,0.135405598,0.151669676,1.04E-07,6.49E-08,0.083296691,0.412446598,0.457838556,0.252867597,-2410.673353,0.581766935
0.578947368,0.136230323,4.652229884,2.168810846,0.460684727,1.61240131,1.203456349,3.01664319,7.610887895,0.037224243,93.95202959,169.1226651,2.936864281,3.513160712,0.301557153,1.505038406,1.981097133,0.115556623,21.35225334,3.228984855,0.262607482,8.60E-08,6.35E-08,0.16107645,0.253001752,0.109293845,0.149822301,7.89E-08,8.22E-08,0.064197859,0.157614729,0.776464549,0.488984444,-2415.038811,0.615241683
0.578947368,0.140469431,3.769468944,1.414337272,0.110761502,0.195053785,1.592684612,2.848121566,6.572668779,0.14095169,223.759462,90.0774242,3.997532973,2.998837117,0.336902745,0.695789796,0.533677178,0.023676144,1.260139493,8.932567151,0.102143575,8.73E-08,6.31E-08,0.179131439,0.327158609,0.166524588,0.108524153,1.02E-07,6.40E-08,0.116517319,0.140658332,0.816538325,0.382147743,-2413.261552,1.361650656
0.578947368,0.124210759,4.800399212,0.454738378,0.274959563,0.583293214,0.804205318,2.188909143,0.808021943,0.065036641,32.03408497,325.7564357,9.907137892,17.40620724,0.476782887,10.73909712,1.479710722,0.028801482,12.38960811,0.770763249,0.185846853,9.68E-08,5.82E-08,0.137780506,0.280638367,0.156531643,0.160127464,4.75E-08,7.81E-08,0.079074886,0.160923973,0.785509806,0.522436032,-2399.696025,2.1238232
0.578947368,0.114017202,5.288214599,3.301366603,2.250998023,2.140936324,2.806865851,3.664528454,1.136085329,0.097195546,20.59997267,7.392023209,1.297693646,3.283943141,2.651358903,0.090723731,0.401653497,0.018492577,30.86768075,1.349351424,0.096558949,6.16E-08,1.04E-07,0.103139724,0.43656338,0.178508571,0.107191728,4.54E-08,1.02E-07,0.078037334,0.740607007,0.548469687,0.398357635,-2416.225712,4.842877577
0.578947368,0.08372497,4.264260717,4.081592443,1.487571926,3.351254839,1.906733512,4.058893424,0.531598085,0.142758545,31.24688551,170.8533788,13.63464904,36.0459191,1.536036553,2.613133008,0.299738597,0.018985649,3.735831326,6.215749608,0.194152391,9.71E-08,7.22E-08,0.202185054,0.23555741,0.182012822,0.119700013,3.31E-08,1.07E-07,0.066392,0.165562862,0.807199737,0.416628451,-2422.302939,8.627633528
0.578947368,0.113127532,4.608255513,2.067437247,0.818828495,1.272885511,1.419996314,2.747417502,2.153742087,0.085953795,283.1376716,32.97063924,6.00820198,3.867892423,0.20471204,2.545559365,0.688758542,0.043643827,12.17100604,1.171673235,0.254295811,9.50E-08,6.41E-08,0.068747559,0.362547532,0.117697248,0.104014332,5.98E-08,7.68E-08,0.092697222,0.215159349,0.705323412,0.437958683,-2413.565363,0.863882065
0.578947368,0.16313014,5.611203095,1.238297902,0.655429435,0.450339169,1.210749274,2.357983566,1.465828814,0.077302881,201.5243786,41.71359359,8.352768811,5.667100136,0.212875794,0.59801497,1.024368398,0.02305604,0.753839775,0.30586297,0.14593669,7.42E-08,9.46E-08,0.097020693,0.445272959,0.123409715,0.126861209,6.54E-08,1.01E-07,0.061498399,0.149831565,0.596036418,0.342971785,-2392.812493,0.772970819
0.578947368,0.136377846,4.170000021,1.76461282,0.682293195,0.931629947,1.160637358,2.781947688,29.93792609,0.040827339,150.8596333,62.0087419,3.310203111,2.34531295,0.099252159,0.11990874,1.331962071,0.226606843,0.573485967,0.191989252,0.149593895,6.86E-08,6.43E-08,0.137699366,0.295580626,0.125731329,0.196542165,5.22E-08,8.78E-08,0.094852347,0.158766456,0.770362602,0.394054126,-2407.692868,0.228627162
0.578947368,0.152866823,3.889645599,4.620715491,1.17258442,2.957076527,1.816891886,3.195083986,0.452273396,0.064976276,53.77577604,21.15494167,17.41031084,20.35906704,0.249680782,1.256322292,0.922663079,0.414418062,2.825224715,2.311870415,0.184996272,1.61E-07,1.28E-07,0.079479103,0.289406363,0.192311755,0.184924161,1.66E-07,1.02E-07,0.068881788,0.250386938,0.870203821,0.376671685,-2486.422192,1.646170749
0.578947368,0.134114287,4.546486722,3.196256409,0.435007416,1.105868721,1.411274403,3.106587494,0.668883167,0.060378863,7.07964213,217.7275705,5.530004571,18.39247019,0.049488968,2.473566434,1.387721262,0.034259594,21.32990637,2.061169729,0.178411536,5.15E-08,5.94E-08,0.17819131,0.378532718,0.10058532,0.108740359,4.75E-08,8.87E-08,0.05553851,0.331363729,0.636850988,0.346819625,-2401.27856,0.315989471
0.578947368,0.100074641,5.006378267,1.997742548,1.024061682,0.354935213,1.832825879,1.524137585,0.794250418,0.110441144,17.83404213,111.55623,6.74876636,13.05415432,0.391721888,10.65752952,0.805902155,0.034366516,3.485377956,17.88341815,0.08928264,9.84E-08,7.08E-08,0.190766744,0.333874884,0.173996712,0.137459176,9.55E-08,8.26E-08,0.074619496,0.149453094,0.821893712,0.434541282,-2409.358131,0.767753804
0.578947368,0.108257135,3.99802916,0.752938007,0.107202786,0.632531251,0.839936116,2.43013049,1.349060705,0.135373982,682.9917183,33.81227603,9.132640906,5.209093625,0.585416181,5.463121073,0.634709767,0.030278644,4.019220222,0.745308102,0.181710381,5.25E-08,4.82E-08,0.151042069,0.336765458,0.155637956,0.131874721,6.00E-08,6.08E-08,0.042969194,0.15829013,0.837570492,0.569731111,-2412.903222,0.501573787
0.578947368,0.170340297,5.584702301,1.308488248,0.467341008,1.795099979,1.989843019,2.957691382,2.218280638,0.045036565,102.1308127,212.6256995,5.638423888,5.484170962,0.080339104,1.634745325,1.409416552,0.009874935,11.06676065,0.621899394,0.17815277,4.07E-08,1.00E-07,0.089935392,0.292981275,0.183982177,0.164738556,6.18E-08,8.05E-08,0.090209546,0.175120255,0.588909863,0.429104557,-2405.544726,0.516938926
0.578947368,0.111283408,4.038451977,0.936335763,0.322851752,0.382948654,1.010396143,2.373836695,8.110995042,0.145210364,793.0764398,51.542517,3.950726081,2.230087248,0.715845384,5.531069328,0.484140695,0.022948316,12.86005324,2.141990272,0.168263967,5.51E-08,9.53E-08,0.087764033,0.370303025,0.159426449,0.126900469,5.60E-08,8.05E-08,0.08734177,0.184660998,0.764150744,0.501430245,-2407.574524,2.428234607
0.578947368,0.133184818,4.810515995,2.53953094,0.539638983,0.933884188,1.749211138,2.544136955,1.326206588,0.037610896,8.148164567,91.39268784,2.729444006,6.460772497,0.262567467,0.739059452,2.015942631,0.098205554,3.422830195,1.70426791,0.151650651,5.86E-08,7.18E-08,0.134685341,0.410785405,0.154989259,0.065149738,8.26E-08,8.34E-08,0.082739309,0.174679795,0.816868779,0.535339403,-2403.272608,0.139665857
0.578947368,0.097551983,5.368794938,2.167004711,1.202452777,1.035199502,1.761379831,2.729814046,5.046034258,0.068352062,206.6703058,24.52849313,3.984041175,2.522309026,0.096066257,0.812352586,1.064942106,0.116124331,13.21547885,2.151620067,0.206661565,5.28E-08,6.69E-08,0.246851464,0.260910722,0.150802877,0.085169883,6.65E-08,9.68E-08,0.049603206,0.161683599,0.906526947,0.55080319,-2424.747832,0.248827406
0.578947368,0.134787225,4.773896369,1.993549297,0.348812499,0.737829188,1.255647405,2.502866305,0.678838583,0.151832663,34.71720817,171.2515069,9.801514615,17.39315617,0.117457499,4.825901744,0.446654373,0.047540243,40.33554174,47.74631715,0.132586252,1.17E-07,6.93E-08,0.087658138,0.408906193,0.139086152,0.154843446,1.11E-07,1.47E-07,0.076919375,0.342358291,0.713807874,0.366987189,-2411.448222,29.89699318
0.578947368,0.152718703,4.59976423,1.258650403,0.333808889,0.477314093,1.018317925,2.936576255,0.680266257,0.035889023,66.11610518,250.3610425,16.27652244,22.78713748,0.313989839,7.590207876,3.134034924,0.124763161,8.566854758,3.223288813,0.098186878,8.40E-08,7.30E-08,0.182422017,0.327358448,0.136675235,0.18357612,8.85E-08,1.15E-07,0.071780942,0.079219794,0.618710237,0.389280595,-2394.118945,1.649740337
