D,sigma,b1,b2,b3,b4,b5,b6,theta,alpha,L1,L2,wL1,wL2,c1,c2,omega,xi,P1,P2,S_0,I1_0,I2_0,R1_0,R2_0,Rc1_0,Rc2_0,J1_0,J2_0,R_0,phi,rho,rhoS,loglik,loglik.se
0.081355932,0.07821718,4.673167526,3.124208759,2.219620225,3.196402956,2.993775902,4.472182509,1.626649043,0.87364144,27.20707127,22.8666623,3.386112134,3.76410145,0.185593233,0.67475818,0.732821766,0.211110274,2.389530405,0.305903119,0.132425837,5.19E-08,4.52E-08,0.098889291,0.339728589,0.155591357,0.228905899,4.58E-08,7.89E-08,0.044458805,0.251530392,0.452606432,0.492566066,-2332.391985,0.383004473
0.081355932,0.099455341,4.028936001,3.513165385,1.058859905,3.370985401,3.351037406,4.209491932,1.994511225,0.883277681,26.93410603,22.10528963,3.323136045,3.300888979,0.421400394,2.113517819,0.79319278,0.185402899,3.32539513,1.739573929,0.20435819,1.04E-07,6.37E-08,0.129968662,0.358376458,0.121241346,0.133414475,9.27E-08,8.88E-08,0.052640521,0.239435558,0.439264926,0.506671287,-2354.35827,1.826926937
0.081355932,0.127032355,3.460379321,4.120801599,1.189167018,4.117932023,2.761345785,4.999031215,0.451021513,0.870865493,153.5883498,37.17657611,20.85182498,21.10811296,0.22830564,2.779624175,0.833800498,0.393820905,4.659536509,0.491544779,0.117727519,5.78E-08,5.56E-08,0.220992815,0.276942319,0.152310292,0.152291843,8.93E-08,9.93E-08,0.079734911,0.365283518,0.601271544,0.546927043,-2459.893713,7.950782415
0.081355932,0.095335615,4.180407563,5.015113878,2.382310396,4.383811382,3.267640615,5.811853596,0.791680345,0.836902106,33.81315259,10.23902119,10.71774956,7.135402216,0.148654852,1.370830743,0.409616849,0.04584004,16.12617717,13.5986737,0.090628209,3.84E-08,8.15E-08,0.111139718,0.433347918,0.165024851,0.107241141,6.48E-08,7.21E-08,0.092617907,0.583835666,0.491085311,0.397278644,-2376.200622,0.447803905
0.081355932,0.103460437,4.389533138,2.460303008,2.160367783,2.783446632,3.344967571,4.038595785,8.875572038,0.915766583,121.186265,121.5764714,2.991493884,2.301068484,1.917792152,1.624355252,0.579956059,0.268974366,39.93651089,1.773969373,0.136829546,6.27E-08,7.28E-08,0.105827622,0.355223659,0.18044964,0.123983041,1.64E-07,1.30E-07,0.097686063,0.307511022,0.406105524,0.453222652,-2370.606875,1.987690233
0.081355932,0.153321422,3.915917097,4.362583923,1.40014317,2.123934532,4.825710407,5.064098851,0.666241974,0.882606685,169.4438644,47.49687547,9.530824726,8.60732371,0.639592211,0.654536905,1.199798463,0.067251197,1.854854743,6.313576298,0.148768965,1.10E-07,7.98E-08,0.109544713,0.424698029,0.166574162,0.104304357,8.36E-08,8.56E-08,0.046109415,0.362647915,0.494271108,0.502368603,-2438.96501,1.454747309
0.081355932,0.11094792,4.369161988,2.398544326,1.945512817,2.190893268,2.915411385,4.065781552,2.611525557,0.857371312,101.054701,143.1927972,3.223407601,3.898106731,0.564338557,1.744152834,0.924789419,0.088696778,8.009753103,7.807194576,0.142592231,6.36E-08,6.24E-08,0.086765424,0.37509347,0.163470073,0.149987883,8.61E-08,1.09E-07,0.082090598,0.308119825,0.38146197,0.447933386,-2344.054324,8.02230325
0.081355932,0.101868918,4.560960162,2.747480128,2.10746626,2.401374726,3.58803041,3.933782011,0.522179551,0.862578411,30.08074273,79.76695805,14.98583777,23.63307494,0.406675313,1.853864895,0.944645272,0.006612316,32.59959973,11.26535781,0.187946714,3.63E-08,8.17E-08,0.15700564,0.343557725,0.132804392,0.143917305,5.62E-08,8.45E-08,0.034767966,0.290673851,0.494833688,0.455899028,-2334.341106,1.29870737
0.081355932,0.116191733,4.417293759,1.953180842,2.177991268,2.094823385,3.07072012,3.919962962,1.409269366,0.880109968,86.68950986,33.38292077,5.639748311,4.390994583,2.151091224,3.308183525,0.884958347,0.005330142,2.622006778,3.69423727,0.156646118,8.03E-08,5.14E-08,0.086241952,0.434550808,0.171734794,0.09068961,7.57E-08,8.90E-08,0.060136421,0.494830576,0.531429382,0.454357038,-2384.245141,2.256933535
0.081355932,0.091336771,4.017465742,3.033681826,2.543186685,3.21667243,3.242375448,4.202813583,1.282400221,0.838043141,136.3006083,187.1907958,2.84736641,6.152626106,0.363555487,2.887149339,0.476665998,0.018012909,0.961081162,30.56031729,0.168890827,6.92E-08,4.11E-08,0.077108617,0.414275238,0.120456285,0.15545515,6.44E-08,6.57E-08,0.063813642,0.312569284,0.652549271,0.412445466,-2457.208671,0.685827077
0.081355932,0.125555341,3.749437648,3.923646248,1.053388732,3.245266408,2.883255048,5.424055849,34.83968388,0.848938044,130.4376861,91.52282081,2.130283447,2.238493178,0.207768656,1.95339576,0.876790673,0.036499014,71.48704387,1.64958133,0.120924213,8.58E-08,8.16E-08,0.137705225,0.305486875,0.18855753,0.183538618,6.89E-08,6.61E-08,0.063787236,0.597697531,0.475371677,0.38189373,-2348.679131,1.09130634
0.081355932,0.103034501,4.745608545,3.247144503,1.932682468,3.210608148,3.801744965,4.163730959,1.550672513,0.878951606,67.400401,185.4652211,4.31264212,5.95802826,0.257566033,2.514947709,0.799075027,0.042909142,12.86573858,32.99478694,0.196252216,5.03E-08,8.54E-08,0.067757946,0.352710465,0.166925127,0.125851741,4.48E-08,1.21E-07,0.090502203,0.451480455,0.386924114,0.445464004,-2374.553975,15.59736716
0.081355932,0.102303681,5.35610376,2.936999339,3.266230351,3.282125661,4.255311764,4.106652131,2.483980936,0.892062654,8.635820897,18.83607158,1.775122071,2.657995874,0.393013855,1.170470031,0.455064138,0.124129856,2.684355503,31.23647695,0.067814975,4.82E-08,5.95E-08,0.165292981,0.42911475,0.167379946,0.128257618,1.03E-07,1.35E-07,0.042139384,0.310200599,0.538729825,0.320957145,-2331.227668,0.53681965
0.081355932,0.070164395,5.022896879,4.184831503,2.991441282,3.810761967,3.961048892,4.311876384,1.838035033,0.846065126,10.76884348,72.86299184,1.774092278,3.844955445,0.232655,2.335013281,0.397007382,0.167813178,13.69879257,19.07128938,0.254970939,6.63E-08,6.28E-08,0.084192388,0.267955554,0.232484419,0.095781865,9.50E-08,1.31E-07,0.06461448,0.310856105,0.519067152,0.321109502,-2379.104581,0.781386879
0.081355932,0.094652383,5.119371802,3.53212274,3.094556413,4.128208292,4.388009193,4.486269154,1.545568208,0.933426946,9.880544044,96.57507235,1.583612693,3.788277313,0.454784373,2.028625338,0.430348892,0.065738993,1.42358355,0.394853561,0.161858893,9.68E-08,4.11E-08,0.19657626,0.261391998,0.186500811,0.152932963,7.89E-08,5.18E-08,0.040738807,0.518784142,0.36537431,0.469481098,-2353.26504,2.403416805
0.081355932,0.070952048,5.06331295,3.199359991,2.856710939,3.391306582,4.066263906,4.04859418,0.413354209,0.907068651,5.563423868,35.29261761,12.70684588,28.93005783,0.433753703,1.676265873,0.497058366,0.153138425,2.543057403,4.150643347,0.076350587,5.44E-08,4.56E-08,0.198829023,0.412380263,0.151972458,0.096106554,6.41E-08,1.00E-07,0.064360849,0.303365529,0.466057746,0.521041451,-2346.844008,0.391584143
0.081355932,0.091227059,4.120782121,3.960400174,1.030067361,3.77586935,2.867046103,5.008496202,0.759514638,0.876707879,12.61934507,42.44559994,5.172490307,10.42740721,0.038063329,1.469376231,0.825530568,0.255412001,4.41058159,8.256196342,0.153490042,6.20E-08,4.10E-08,0.124384223,0.396342537,0.12419714,0.157297168,6.87E-08,9.92E-08,0.044288619,0.298087333,0.421104705,0.47412736,-2346.545697,2.309909461
0.081355932,0.122936401,3.756948289,3.324465522,1.584904334,2.418357897,3.451668097,3.977195672,2.375010103,0.847513519,17.55418034,167.4381004,1.601535461,3.734668384,0.346536187,2.098360493,0.961005945,0.188830215,0.198676377,13.65050689,0.162538461,8.58E-08,8.53E-08,0.126467221,0.37396783,0.157702778,0.092630036,4.70E-08,6.50E-08,0.086693391,0.227259095,0.570225176,0.489732876,-2355.818489,0.168565518
0.081355932,0.091390015,5.407072353,1.799058282,2.49357718,1.809865249,3.832758687,3.251412988,2.031799734,0.831209249,148.5189249,11.98659944,5.34765714,2.621761876,0.570952047,1.209750537,0.633178318,0.097314773,1.893965349,4.484695932,0.152708911,1.05E-07,6.80E-08,0.118169339,0.344876123,0.157868427,0.164126118,6.37E-08,9.31E-08,0.062250752,0.342028008,0.563250552,0.536474703,-2348.638768,0.668539801
0.081355932,0.129232494,4.763941668,2.136524173,1.841465295,1.736559795,3.30557738,3.603022191,0.667141056,0.806115515,45.0209467,34.65138467,11.94739725,13.98902837,0.375326779,3.456936129,0.79607452,0.111920911,1.198268379,13.88924275,0.22828836,7.22E-08,8.03E-08,0.108711544,0.333024838,0.143618735,0.123758601,5.94E-08,1.08E-07,0.062597603,0.28239259,0.49176727,0.394259711,-2381.213182,2.01309425
0.081355932,0.127001176,4.162999584,1.777923832,0.807270889,0.485863969,2.954447473,3.17818425,10.88897046,0.80792282,42.10902205,165.9238859,1.530095809,2.635809122,0.761205594,3.4480311,1.391696613,0.019997336,0.84821489,2.287542343,0.100522903,4.76E-08,6.78E-08,0.168235132,0.419917521,0.105271474,0.133887306,3.17E-08,7.84E-08,0.072165437,0.20859589,0.535717454,0.435757611,-2389.506047,2.185588786
0.081355932,0.248774399,4.773231697,4.063443462,2.781726585,2.005888956,4.937488078,3.45392084,0.403921891,0.850560129,725.4038827,3.332196015,30.40219728,0.865273302,0.967230641,5.112128632,1.325746461,0.026853011,1.234198618,0.654821213,0.106546369,5.26E-08,4.96E-08,0.178782066,0.343819684,0.126117841,0.135684137,9.95E-08,6.87E-08,0.109049632,0.440750631,0.448265257,0.464725343,-2577.719505,82.5885048
0.081355932,0.08157654,4.788915129,3.488424669,2.655468355,3.107028508,3.951470691,3.790250257,0.499989389,0.849828581,26.98888081,80.55747039,13.62760403,22.56533393,0.37515414,0.32026231,0.626315564,0.13640295,3.285190488,8.811660374,0.143630207,5.82E-08,7.27E-08,0.145610337,0.346153087,0.117710699,0.169731974,5.31E-08,7.02E-08,0.077163442,0.278234371,0.493400316,0.305242653,-2385.492509,6.413834726
0.081355932,0.079881715,4.869722889,3.70523075,2.897710383,3.3241938,3.941858606,4.494888408,5.903263619,0.868100351,18.37017595,98.28476048,1.216313576,2.350499726,0.063783164,0.492592422,0.402606637,0.11696739,1.004286408,3.7733688,0.142514987,8.81E-08,9.99E-08,0.103498292,0.327525694,0.176952385,0.178743422,7.88E-08,9.54E-08,0.070764858,0.348056674,0.351879434,0.294692994,-2365.963215,3.496356472
0.081355932,0.13853061,4.457398249,1.734701225,2.567035176,0.948037505,3.770577313,3.993143543,7.51693993,0.830038827,115.4990215,123.6510596,2.349729731,2.791591871,0.341270174,1.448464584,0.992443173,0.182298074,4.095280133,0.584542527,0.11914495,5.24E-08,8.31E-08,0.100683157,0.393074387,0.150610001,0.127627734,5.64E-08,1.03E-07,0.108859476,0.34067937,0.369420113,0.319170121,-2359.906392,23.22072847
0.081355932,0.105530933,4.968842631,3.17342167,2.777338387,3.49561942,3.54691276,4.237688733,0.359167594,0.859467478,12.51153981,44.94459748,20.41118356,39.24276125,0.699924194,0.188723845,0.677313096,0.045782367,0.172609103,4.026135129,0.17409721,8.83E-08,6.59E-08,0.087865705,0.408670098,0.122634003,0.161509069,3.80E-08,1.07E-07,0.045223616,0.285346025,0.592364667,0.277677875,-2348.29734,2.687872981
0.081355932,0.090273653,5.227977865,2.988866524,3.152449661,3.91440325,4.059766332,4.52944557,1.809935026,0.880320529,18.36421054,288.7382917,3.439120066,7.258189185,0.260441353,4.426327893,0.490243854,0.070271607,55.31303984,1.357205221,0.202225989,8.06E-08,4.18E-08,0.198574322,0.257078404,0.166727029,0.133547886,7.08E-08,1.15E-07,0.041846061,0.557476873,0.458364439,0.362932245,-2370.953642,0.362675555
0.081355932,0.109523952,4.334736409,2.935919189,1.599267411,3.879228304,2.295511399,4.234084174,0.863987386,0.854200315,24.49057849,25.18231099,5.462028567,7.521668446,0.5390485,2.199673854,0.63104373,0.033047779,0.304762429,8.668423186,0.142848473,5.76E-08,4.14E-08,0.144743509,0.417463437,0.122094083,0.129613064,3.19E-08,5.27E-08,0.043237251,0.491187318,0.492356473,0.276021406,-2414.866248,0.712099549
0.081355932,0.062839835,5.526734303,4.423113523,3.797096315,4.267543451,4.607323236,4.63480423,33.50147696,0.883223483,14.71569176,157.5067956,0.700467492,1.830146833,0.111596097,0.757824063,0.354841391,0.080631829,12.55612015,1.60673725,0.228025352,5.90E-08,5.49E-08,0.117480869,0.389455721,0.130474334,0.067298775,5.42E-08,6.94E-08,0.067264712,0.558611971,0.484171296,0.351857804,-2368.555837,2.147756882
0.081355932,0.095132997,4.572572439,4.426435218,2.849908777,4.312718777,3.636347116,4.766013399,0.519896371,0.864130327,93.03100638,88.92699664,13.69945444,17.12143498,0.257020312,1.345980313,0.467573379,0.066016081,1.234667524,10.45474967,0.144872275,9.56E-08,9.53E-08,0.156988632,0.359144853,0.142822073,0.110574489,5.09E-08,1.06E-07,0.08559733,0.334030051,0.484079899,0.403719004,-2454.472351,17.84563056
0.081355932,0.178372065,3.993731327,5.193891352,1.895800794,2.617368839,2.907433261,4.747272431,0.488401097,0.796033165,34.89113411,719.4889945,9.032855877,25.91025073,0.510532697,2.066527873,1.249658745,0.04690476,0.200459179,4.894593169,0.136189358,4.71E-08,4.18E-08,0.140987235,0.441819864,0.10609057,0.106296662,7.06E-08,8.32E-08,0.068616068,0.430736367,0.463155637,0.454607408,-2429.073457,1.804989811
0.081355932,0.094402419,3.939517592,3.410915118,1.761615282,3.744501831,3.042427461,4.365585262,1.130607696,0.90096116,145.8067326,146.6850628,4.657845322,6.793540199,0.191020538,4.183451352,0.607304548,0.31459852,0.125241256,3.758980883,0.185248935,8.15E-08,7.68E-08,0.199341478,0.373064425,0.114724136,0.075379797,3.35E-08,7.51E-08,0.052240962,0.513556943,0.49097865,0.646691613,-2383.341885,4.371291275
0.081355932,0.071714827,4.373425317,3.914229991,2.464515463,3.605473467,3.665849451,4.982814379,0.390514758,0.887814151,8.533921376,33.79489909,22.5548543,45.28000118,0.386512552,2.265711196,0.481579031,0.13079897,8.581984571,1.823051551,0.194164473,8.50E-08,8.83E-08,0.151245189,0.328282192,0.139215497,0.134005584,4.21E-08,9.40E-08,0.053086756,0.275189624,0.543263562,0.481032225,-2352.833196,0.597239364
0.083898305,0.084668552,5.134424846,3.13326365,2.6612614,3.462075123,3.985753401,4.334796346,1.781829594,0.89969399,44.70464302,56.90946326,3.014048303,4.479797496,1.126514636,1.19024973,0.538993541,0.046542334,0.558070119,11.15862972,0.231853295,4.84E-08,8.61E-08,0.153366373,0.331071115,0.096398582,0.129475386,5.51E-08,6.62E-08,0.057834994,0.503873918,0.486853108,0.547058548,-2383.276555,1.922461317
0.083898305,0.147874186,4.273550688,1.610588491,0.433894684,1.712468613,1.72950486,3.340343174,0.390812879,0.729387943,1028.373152,8.960086183,42.79875329,13.41864918,0.085953618,9.532562457,0.74684635,0.061810996,3.05777838,0.524413308,0.184840216,7.29E-08,3.45E-08,0.168642448,0.298453081,0.171748122,0.097050346,5.25E-08,7.85E-08,0.079265548,0.359651322,0.455139136,0.625047879,-2684.810582,5.788120609
0.083898305,0.107368773,4.855404572,3.482041843,1.876756138,3.341406256,3.429800891,4.522870729,0.891126228,0.83817559,14.65649021,16.57111524,5.326593249,7.452470752,0.193463798,1.007580144,0.814063647,0.02339092,4.989992014,15.18360973,0.170595117,1.06E-07,7.90E-08,0.179467739,0.339028826,0.110057219,0.134244616,8.09E-08,7.67E-08,0.066606139,0.310570667,0.468385956,0.419192191,-2380.111862,1.677803372
0.083898305,0.100108294,4.541327977,2.771580822,1.556970446,2.713127558,3.081900949,4.03789442,1.068174115,0.852254382,27.82695566,80.90855593,4.707802405,7.503224603,0.395663362,1.711620218,0.698385155,0.142137493,1.016902744,1.305769655,0.16231928,8.41E-08,6.81E-08,0.139936654,0.344847005,0.129595651,0.153156607,7.28E-08,1.63E-07,0.070144415,0.36502804,0.379306048,0.418762439,-2348.032685,1.695653216
0.083898305,0.090149201,4.917069038,3.008683883,2.394534106,3.841797547,3.833289655,4.053382104,0.889505558,0.939569986,16.33063244,7.817108519,2.524148735,8.495740677,0.11808174,3.248093962,0.44818604,0.096106471,1.803569909,8.536255475,0.208666421,5.17E-08,5.86E-08,0.130077222,0.378088053,0.114283664,0.131043085,4.78E-08,1.27E-07,0.03784127,0.342568116,0.583026888,0.628183533,-2458.801812,9.504148201
0.083898305,0.09809843,4.998728999,3.590250873,1.115935724,2.0127192,3.176384836,4.169387999,1.09198117,0.80021186,58.04620748,27.88630693,5.392405819,5.518605967,0.189568001,0.219078011,1.095804429,0.019333465,2.956795382,1.285027392,0.196497298,6.01E-08,6.66E-08,0.068450907,0.376133472,0.137098877,0.175628588,4.64E-08,7.90E-08,0.046190605,0.233201487,0.489455445,0.37419967,-2392.29197,4.575166789
0.083898305,0.099820955,5.479910456,3.013558832,2.723706758,2.928068038,4.397193237,3.689885448,1.25551085,0.883833902,19.3636668,47.28099617,3.297424241,5.254498954,0.201069597,1.270582939,0.650650695,0.142660029,8.661795921,2.461368763,0.21855571,1.76E-07,9.04E-08,0.141614593,0.278639339,0.161905289,0.135122822,9.28E-08,8.50E-08,0.064161803,0.409653993,0.322705993,0.353710685,-2331.724077,0.754851591
0.083898305,0.090212998,4.768019359,3.762871088,2.864235155,3.599999563,3.752535963,4.38275853,0.773449113,0.882109472,50.80317241,65.68500063,5.034413423,6.192918616,0.214409047,3.510307459,0.492187222,0.289192768,2.634618684,1.982196221,0.108326883,8.00E-08,8.98E-08,0.251559697,0.290292736,0.158716943,0.128564799,8.07E-08,1.09E-07,0.062538582,0.415927457,0.500543526,0.356527562,-2446.901683,3.79752647
0.083898305,0.117812508,5.263725589,2.148075975,2.814100427,1.828886014,4.480709568,3.500325754,2.231666305,0.881549009,322.7931009,12.5041888,5.602383581,2.818064736,0.218363981,1.431366776,0.713516265,0.392673276,4.525486732,34.07210362,0.157737548,1.00E-07,7.68E-08,0.077677649,0.40860318,0.180187237,0.099847411,4.97E-08,7.99E-08,0.075946668,0.207528633,0.436890764,0.304173479,-2362.454427,0.540320453
0.083898305,0.096111672,3.07215621,2.500241912,0.892352196,2.361632174,2.393623063,3.960926495,1.541342878,0.844902409,588.9654792,18.34423467,7.462438421,3.306099317,2.119995834,3.101141843,0.81364597,0.145129277,8.01441451,4.061044127,0.102011386,5.27E-08,7.11E-08,0.119731933,0.475897981,0.101894681,0.119721291,5.65E-08,6.85E-08,0.080742478,0.462436718,0.599750235,0.56662217,-2349.301082,1.508478644
0.083898305,0.082472542,4.933798738,3.092319703,2.221896673,3.147189399,3.108866887,3.945730722,0.686038146,0.826168022,14.59579999,6.718543281,9.926635215,7.798358493,0.30726895,0.516693955,0.580312443,0.12960513,1.776599945,8.402086972,0.136332003,6.33E-08,6.17E-08,0.087037683,0.510957469,0.148696096,0.075130157,8.03E-08,5.90E-08,0.041846327,0.230178054,0.303508401,0.371239867,-2375.506859,8.168966513
0.083898305,0.121273513,4.657819461,2.767908653,2.423980088,2.262492491,3.966815508,4.068337621,1.004230443,0.855863119,53.07004208,65.65594625,5.937153316,7.197568811,0.468855722,1.41706331,0.74945913,0.046971448,2.56238729,15.80573916,0.06133625,8.57E-08,8.55E-08,0.106280848,0.426285857,0.194863531,0.152293702,6.23E-08,8.88E-08,0.058939491,0.365634817,0.434497063,0.451158837,-2337.236182,0.429333572
0.083898305,0.130448177,3.4110018,2.730981592,1.044489486,1.494421815,3.355487229,3.352970901,1.148217538,0.872599831,25.90485588,59.34804119,4.071193148,5.330878373,1.798844073,4.467397864,0.821941059,0.48734621,4.338882663,31.03590491,0.186689474,7.60E-08,6.99E-08,0.107367209,0.3189502,0.151921232,0.140300666,8.34E-08,1.29E-07,0.094770861,0.354686335,0.507238297,0.604904698,-2373.18883,1.00922545
0.083898305,0.093046955,4.610787817,2.934901932,2.064631884,2.055333614,3.583281061,3.373354093,0.806509266,0.817889534,11.11843361,136.2041121,4.432209246,10.98236802,0.396697538,1.243588618,0.681381761,0.146641017,0.304241182,2.545691467,0.181313529,9.99E-08,7.03E-08,0.084500557,0.451837539,0.133690307,0.101460374,6.00E-08,1.06E-07,0.047197358,0.246521991,0.466776702,0.376701758,-2345.083374,2.283334188
0.083898305,0.086195219,3.792162573,2.949321522,0.982771806,2.81389277,2.41353207,4.005725002,5.607850437,0.773065487,38.55577356,247.2999012,1.609359308,3.282817526,0.052159629,1.005267052,0.722437641,0.072087813,0.383019604,2.865912584,0.167809021,5.11E-08,5.32E-08,0.069707666,0.408196551,0.162486519,0.132792945,7.76E-08,5.90E-08,0.059007056,0.259926524,0.580064372,0.4902004,-2373.223891,7.095987748
0.083898305,0.117078429,4.258725515,3.818578127,1.062611031,3.656208642,3.289451724,4.662520902,1.285751989,0.8553533,20.36996338,89.13425506,2.948818793,5.513656004,0.135055783,2.046781073,0.814037355,0.009303258,16.09078357,37.76810323,0.17348087,5.73E-08,3.03E-08,0.184130034,0.325611466,0.13606028,0.116210598,5.98E-08,6.77E-08,0.064506537,0.447930135,0.458480755,0.418172167,-2345.814252,4.384380244
0.083898305,0.100338333,5.049921166,1.846012399,1.993350756,2.328022298,3.338788859,3.483530352,0.890375416,0.861876224,9.074558515,28.35902902,5.906379856,9.02336997,0.357421809,3.625841731,0.948667879,0.277372506,4.839131636,0.577464728,0.143914209,9.26E-08,7.26E-08,0.134499212,0.423181199,0.118915885,0.105801703,3.93E-08,6.31E-08,0.073687525,0.226809476,0.580888295,0.373606312,-2362.331378,0.913995595
0.083898305,0.05854586,5.427802336,5.152727005,3.167628109,4.942356604,4.634821151,5.952553571,0.941576651,0.933353805,27.98909861,249.5286182,1.680669118,6.054720759,0.935982009,0.14517669,0.863733552,0.132719891,2.691550436,6.12187848,0.244030215,6.59E-08,3.95E-08,0.179348727,0.259105354,0.176231038,0.075458186,7.90E-08,7.90E-08,0.065826215,0.542547855,0.882235633,0.257756721,-2421.230772,4.286047235
0.083898305,0.124994335,3.691941532,2.620183619,0.833153411,2.243125536,3.12835074,4.019947282,4.107218234,0.846173944,240.516498,50.6126062,2.206227404,2.273759035,0.776782937,9.614334301,1.471757858,0.110621809,1.720108634,0.109791091,0.107648339,8.71E-08,4.07E-08,0.19404066,0.277422775,0.215751718,0.161352564,8.10E-08,7.01E-08,0.043783665,0.50759158,0.530596489,0.382609304,-2444.406562,7.410290459
0.083898305,0.117647933,4.914859565,3.126472588,2.781585908,3.202788973,3.803871537,4.505205231,0.443327257,0.877435385,12.12382568,61.40476683,20.48484308,37.433832,0.352457123,2.185845171,0.538693134,0.091980216,3.813633625,0.797270143,0.075703014,3.39E-08,4.22E-08,0.160624528,0.495600393,0.103471296,0.087158105,5.62E-08,7.26E-08,0.077442459,0.30821993,0.325671805,0.258717317,-2370.333827,0.933322801
0.083898305,0.098649241,4.335243253,3.429441441,2.004573937,3.7508648,2.941384616,4.354101478,0.951367826,0.87397304,65.56441467,78.81330269,6.30567114,8.238953453,0.447678852,1.113984027,0.615204918,0.163561754,2.308241287,0.410823992,0.144581542,9.39E-08,4.53E-08,0.145864364,0.368970317,0.136377163,0.130028388,9.66E-08,9.64E-08,0.074177893,0.331077171,0.421929567,0.364398798,-2353.412038,0.627232235
0.083898305,0.092710759,4.716419552,3.337322813,3.175532745,3.518618268,3.632582241,4.743550556,1.435210734,0.861906153,145.8765695,68.98570931,4.55142276,4.389922789,0.417615356,0.533596754,0.498691824,0.01680312,9.895907057,0.595595843,0.120040378,9.71E-08,7.51E-08,0.113538395,0.382208086,0.169088916,0.111366329,5.35E-08,8.26E-08,0.103757588,0.754101228,0.559690147,0.426865358,-2360.68625,0.673569858
0.083898305,0.115228515,3.798176437,3.580845499,2.184648922,2.702722942,3.719762755,4.382348051,1.871341899,0.882537944,82.52710317,58.70611536,3.560305474,3.975620346,0.856418435,1.718600086,0.682352667,0.170057815,3.327187665,2.022873922,0.166194563,1.44E-07,6.02E-08,0.101381841,0.355529405,0.193327317,0.139458132,6.99E-08,8.54E-08,0.044108382,0.355342819,0.505955527,0.473252781,-2339.369485,0.43674712
0.083898305,0.080635249,4.761018993,3.254683868,3.124284001,3.356155961,3.653052742,4.773839811,1.287283974,0.895711077,18.18891492,29.18696642,3.125122976,4.764242283,0.064164217,0.698441804,0.648234241,0.211277749,2.0612606,0.362166264,0.203237837,8.49E-08,6.68E-08,0.130391684,0.306121831,0.165819184,0.126612689,7.69E-08,1.38E-07,0.067816409,0.273095333,0.391495861,0.404867489,-2346.073468,0.692884552
0.083898305,0.157807605,4.671740645,4.548568026,2.219684673,4.072418375,3.514521211,4.985134567,0.818202111,0.878621213,65.31922471,31.38209728,7.735346174,7.91453941,0.265982379,0.602686827,0.56733491,0.088269265,13.0228748,2.594942316,0.165490801,7.51E-08,8.82E-08,0.146909062,0.393783049,0.123433173,0.097942242,5.60E-08,6.28E-08,0.072441391,0.42638264,0.42916128,0.385958825,-2343.789385,1.628853894
0.083898305,0.089037576,5.444213538,4.266139101,3.403962453,4.246625367,4.894294403,5.338383773,6.334872284,0.90978008,266.3975709,8.931588898,3.399784542,1.591389985,0.213298371,1.166654723,0.497181703,0.05024072,289.9568577,29.48539731,0.15055836,1.04E-07,4.48E-08,0.189564686,0.339244059,0.110880182,0.13364904,4.25E-08,9.77E-08,0.076103385,0.297118348,0.484991041,0.467435439,-2478.287248,1.89863193
0.083898305,0.106659624,4.026863389,2.944580756,1.235867417,2.951297835,3.535164143,4.260029691,1.72154732,0.841574115,27.60876175,121.6070061,2.425731898,4.654995471,0.193320436,1.529376582,0.808419987,0.203165931,4.283617084,0.890720807,0.115837855,7.75E-08,8.43E-08,0.163051879,0.389195415,0.139176484,0.13815319,6.55E-08,1.09E-07,0.05458484,0.364115191,0.403021679,0.366460329,-2349.761682,3.928776835
0.083898305,0.107163543,5.760063776,2.423980231,3.029826458,2.703331727,4.544320307,4.129506364,1.18409783,0.883979717,92.2984509,100.6768049,7.363371423,8.699959789,0.146958068,1.87281963,0.732740998,0.137210116,5.118957569,0.603699788,0.147577284,9.35E-08,1.41E-07,0.089773503,0.412159428,0.144884108,0.132722094,6.94E-08,1.26E-07,0.072883153,0.276105801,0.462551967,0.311886372,-2346.541476,0.559922247
0.083898305,0.114178663,5.314777276,3.804547192,3.525140159,3.614940029,4.501573095,5.066340454,2.677241352,0.847028156,27.59667299,32.10969739,3.841404614,2.930663235,0.948942595,0.781040727,0.306387691,0.008955127,0.924918879,2.314116646,0.258411592,7.89E-08,7.36E-08,0.071014624,0.338829393,0.135337678,0.150719408,4.36E-08,9.10E-08,0.045687018,0.496469804,0.471100833,0.348483454,-2349.183092,0.20690924
0.083898305,0.085498056,4.332929638,3.912012557,2.287223835,3.76391723,3.419627122,4.862512427,4.331842184,0.863913013,19.58229223,48.29929906,1.426948575,2.453740053,0.106426075,0.963774806,0.477289958,0.155335993,2.489776872,1.960055147,0.170197594,1.11E-07,5.82E-08,0.112834812,0.31208447,0.216780064,0.138101652,5.41E-08,1.61E-07,0.050001023,0.335180157,0.551065908,0.400419815,-2339.458965,0.547680663
0.083898305,0.086960282,4.370931918,3.209364963,2.058069844,3.297125698,3.405437728,4.531403978,10.59083735,0.884094967,5.052644971,157.341859,0.563441578,2.144438927,0.828360088,2.45141988,0.681752877,0.08542904,5.757326152,0.469535161,0.185984402,8.83E-08,4.06E-08,0.177679367,0.329225434,0.124447895,0.136590354,8.73E-08,8.67E-08,0.046072245,0.329202941,0.375635639,0.291808253,-2344.185315,0.557085
